Model,Dataset,Shots,Configuration,Total Data,Data Acquired
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,26,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,27,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,28,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,29,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,30,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,31,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,32,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,33,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,34,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,35,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,36,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,37,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,38,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,39,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,40,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,41,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,42,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,43,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,44,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,45,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,46,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,47,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,48,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,49,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,50,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,51,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,52,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,53,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,54,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_chemistry,zero_shot,55,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,0,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,1,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,2,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,3,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,4,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,5,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,6,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,7,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,8,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,9,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,10,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,11,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,12,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,13,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,14,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,15,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,16,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,17,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,18,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,19,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,20,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,21,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,22,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,23,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,24,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,25,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,26,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,27,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,28,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,29,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,30,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,31,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,32,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,33,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,34,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,35,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,36,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,37,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,38,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,39,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,40,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,41,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,42,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,43,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,44,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,45,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,46,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,47,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,48,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,49,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,50,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,51,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,52,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,53,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,54,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_computer_science,zero_shot,55,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,0,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,1,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,2,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,3,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,4,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,5,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,6,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,7,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,8,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,9,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,10,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,11,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,12,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,13,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,14,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,15,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,16,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,17,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,18,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,19,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,20,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,21,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,22,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,23,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,24,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,25,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,26,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,27,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,28,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,29,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,30,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,31,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,32,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,33,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,34,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,35,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,36,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,37,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,38,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,39,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,40,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,41,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,42,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,43,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,44,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,45,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,46,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,47,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,48,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,49,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,50,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,51,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,52,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,53,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,54,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_mathematics,zero_shot,55,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,0,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,1,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,2,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,3,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,4,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,5,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,6,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,7,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,8,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,9,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,10,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,11,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,12,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,13,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,14,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,15,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,16,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,17,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,18,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,19,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,20,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,21,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,22,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,23,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,24,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,25,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,26,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,27,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,28,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,29,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,30,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,31,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,32,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,33,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,34,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,35,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,36,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,37,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,38,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,39,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,40,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,41,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,42,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,43,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,44,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,45,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,46,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,47,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,48,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,49,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,50,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,51,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,52,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,53,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,54,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_medicine,zero_shot,55,173.0,173
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,0,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,1,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,2,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,3,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,4,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,5,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,6,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,7,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,8,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,9,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,10,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,11,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,12,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,13,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,14,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,15,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,16,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,17,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,18,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,19,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,20,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,21,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,22,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,23,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,24,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,25,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,26,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,27,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,28,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,29,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,30,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,31,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,32,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,33,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,34,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,35,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,36,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,37,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,38,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,39,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,40,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,41,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,42,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,43,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,44,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,45,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,46,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,47,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,48,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,49,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,50,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,51,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,52,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,53,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,54,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.college_physics,zero_shot,55,102.0,102
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,0,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,1,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,2,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,3,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,4,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,5,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,6,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,7,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,8,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,9,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,10,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,11,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,12,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,13,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,14,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,15,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,16,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,17,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,18,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,19,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,20,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,21,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,22,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,23,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,24,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,25,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,26,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,27,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,28,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,29,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,30,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,31,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,32,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,33,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,34,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,35,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,36,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,37,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,38,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,39,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,40,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,41,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,42,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,43,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,44,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,45,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,46,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,47,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,48,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,49,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,50,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,51,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,52,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,53,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,54,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.computer_security,zero_shot,55,100.0,100
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,0,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,1,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,2,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,3,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,4,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,5,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,6,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,7,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,8,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,9,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,10,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,11,235.0,235
Mistral-7B-Instruct-v0.3,mmlu.conceptual_physics,zero_shot,12,235.0,235
