model,Dataset,Index,Instance,GroundTruth,Result,Score
Llama-2-7b-chat-hf,mmlu.professional_law,326,"Question: [question] Choices: [choices] Answer: [answer]
Question: In 1888, a landowner owned a dairy farm. The landowner conveyed this real property to his son in1938. In 1953, the son conveyed the dairy farm to his friend. This deed was not recorded until after the son's death in 1957. In 1956, the son mortgaged the dairy farm to the bank. The mortgage instrument, which was recorded in 1956, recited that it was subordinate to a mortgage on the same land given by the son to an investor in 1936 and recorded in 1936. In that instrument the son purported to grant the investor a mortgage on the dairy farm. In 1979, the friend conveyed the dairy farm to a farmer. This deed was duly recorded, but did not mention any mortgage. In 2008, a buyer entered into an agreement with the farmer, whereby the farmer would convey the dairy farm in fee simple to the buyer for the sum of $75,000. The closing date was set for January 15, 2009. All of the deeds mentioned in the aforementioned transactions are general warranty deeds. In addition, this jurisdiction has a notice-type recording statute and follows a title theory for mortgages. On January 15, 2009, the sale of the dairy farm is finalized and the buyer paid the farmer $75,000. The fanner executed a general warranty deed. The deed contains the following covenants of title:(1) Covenant for seisin. (2) Covenant of the right to convey. (3) Covenant against encumbrances. After the buyer takes possession of the dairy farm, he learns of the son investor 1936 mortgage, which was not satisfied, and seeks monetary damages for breach of the covenant against encumbrances. Judgment should be for Choices: A. the buyer, because the covenant against encumbrances is a guarantee to the grantee that the property is not subject to outstanding rights or interests. B. the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages. C. the farmer, because the covenant against encumbrances may only be breached, if at all, at the time of conveyance. D. the farmer, unless the covenantee is disturbed in his actual enjoyment of the land thereby conveyed. Answer:
","B. the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages.","
B. the buyer, because the covenant against encumbrances would be breached at the time the",0
OLMo-7B-Instruct-hf,mmlu.professional_law,326,"Question: [question] Choices: [choices] Answer: [answer]
Question: In 1888, a landowner owned a dairy farm. The landowner conveyed this real property to his son in1938. In 1953, the son conveyed the dairy farm to his friend. This deed was not recorded until after the son's death in 1957. In 1956, the son mortgaged the dairy farm to the bank. The mortgage instrument, which was recorded in 1956, recited that it was subordinate to a mortgage on the same land given by the son to an investor in 1936 and recorded in 1936. In that instrument the son purported to grant the investor a mortgage on the dairy farm. In 1979, the friend conveyed the dairy farm to a farmer. This deed was duly recorded, but did not mention any mortgage. In 2008, a buyer entered into an agreement with the farmer, whereby the farmer would convey the dairy farm in fee simple to the buyer for the sum of $75,000. The closing date was set for January 15, 2009. All of the deeds mentioned in the aforementioned transactions are general warranty deeds. In addition, this jurisdiction has a notice-type recording statute and follows a title theory for mortgages. On January 15, 2009, the sale of the dairy farm is finalized and the buyer paid the farmer $75,000. The fanner executed a general warranty deed. The deed contains the following covenants of title:(1) Covenant for seisin. (2) Covenant of the right to convey. (3) Covenant against encumbrances. After the buyer takes possession of the dairy farm, he learns of the son investor 1936 mortgage, which was not satisfied, and seeks monetary damages for breach of the covenant against encumbrances. Judgment should be for Choices: A. the buyer, because the covenant against encumbrances is a guarantee to the grantee that the property is not subject to outstanding rights or interests. B. the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages. C. the farmer, because the covenant against encumbrances may only be breached, if at all, at the time of conveyance. D. the farmer, unless the covenantee is disturbed in his actual enjoyment of the land thereby conveyed. Answer:
","B. the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages.","A. the buyer, because the covenant against encumbrances is a guarantee to the grantee that the property is not",0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,335,"Question: [question] Choices: [choices] Answer: [answer]
Question: A driver had a new car and, as he was carefully driving within the posted speed limit, a girl, aged 11, suddenly darted into the street in front of his car. Although\he driver immediately applied his brakes and swerved to avoid the girl, the cat hit the girl, fracturing her legs. As the girl was lying in the street awaiting an ambulance, the driver rushed over to her and said: ""Im terribly sorry. This is the first time I ever drove this car. I don't know what happened, but it must have been my fault. Send me all your hospital bills. I'fl pay for everything. ""When the girl was later released from the hospital, her parents contacted the driver who refused to pay anything. The driver told the girl's mother, ""Since your daughter ran into the street, it was her fault. I have witnesses who saw what she did. If I weren't such a nice guy, I'd sue you for the damage to my new car. ""If the girl's parents, on her behalf, sue the driver in tort, which of the following is the most accurate statement regarding the driver's post-accident statements? Choices: A. The driver's statement regarding his operation of the car, as well as his statement concerning payment of the hospital bills, are both admissible on the issue of negligence. B. The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his operation of the car is not admissible. C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations. D. Neither the driver's statement regarding his operation of the car nor his statement concerning payment of the hospital bills is admissible on the issue of negligence. Answer:
","C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations.","
B. The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his operation",0
Llama-2-7b-chat-hf,mmlu.professional_law,335,"Question: [question] Choices: [choices] Answer: [answer]
Question: A driver had a new car and, as he was carefully driving within the posted speed limit, a girl, aged 11, suddenly darted into the street in front of his car. Although\he driver immediately applied his brakes and swerved to avoid the girl, the cat hit the girl, fracturing her legs. As the girl was lying in the street awaiting an ambulance, the driver rushed over to her and said: ""Im terribly sorry. This is the first time I ever drove this car. I don't know what happened, but it must have been my fault. Send me all your hospital bills. I'fl pay for everything. ""When the girl was later released from the hospital, her parents contacted the driver who refused to pay anything. The driver told the girl's mother, ""Since your daughter ran into the street, it was her fault. I have witnesses who saw what she did. If I weren't such a nice guy, I'd sue you for the damage to my new car. ""If the girl's parents, on her behalf, sue the driver in tort, which of the following is the most accurate statement regarding the driver's post-accident statements? Choices: A. The driver's statement regarding his operation of the car, as well as his statement concerning payment of the hospital bills, are both admissible on the issue of negligence. B. The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his operation of the car is not admissible. C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations. D. Neither the driver's statement regarding his operation of the car nor his statement concerning payment of the hospital bills is admissible on the issue of negligence. Answer:
","C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations.","
B. The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his",0
OLMo-7B-Instruct-hf,mmlu.professional_law,335,"Question: [question] Choices: [choices] Answer: [answer]
Question: A driver had a new car and, as he was carefully driving within the posted speed limit, a girl, aged 11, suddenly darted into the street in front of his car. Although\he driver immediately applied his brakes and swerved to avoid the girl, the cat hit the girl, fracturing her legs. As the girl was lying in the street awaiting an ambulance, the driver rushed over to her and said: ""Im terribly sorry. This is the first time I ever drove this car. I don't know what happened, but it must have been my fault. Send me all your hospital bills. I'fl pay for everything. ""When the girl was later released from the hospital, her parents contacted the driver who refused to pay anything. The driver told the girl's mother, ""Since your daughter ran into the street, it was her fault. I have witnesses who saw what she did. If I weren't such a nice guy, I'd sue you for the damage to my new car. ""If the girl's parents, on her behalf, sue the driver in tort, which of the following is the most accurate statement regarding the driver's post-accident statements? Choices: A. The driver's statement regarding his operation of the car, as well as his statement concerning payment of the hospital bills, are both admissible on the issue of negligence. B. The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his operation of the car is not admissible. C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations. D. Neither the driver's statement regarding his operation of the car nor his statement concerning payment of the hospital bills is admissible on the issue of negligence. Answer:
","C. The driver's statement regarding his operation of the car is admissible on the issue of negligence, but his statement concerning payment of the hospital bills is not admissible in accordance with public policy considerations.","B: The driver's statement regarding payment of the hospital bills is admissible, but his statement concerning his operation of the car is",0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,370,"Question: [question] Choices: [choices] Answer: [answer]
Question: The police received a report that women dressed as superheroes had robbed a man in his house and stolen many of his valuables. The only way onto or off the island where he lived was a ferry. The last ferry was getting ready to leave for the night when the report came in to the police. Without attempting to get a warrant, the police stopped all the cars waiting for the ferry. In one vehicle, the police noticed three women fidgeting rather nervously. Upon searching their auto, the police found the victim's stolen property hidden under the front seat. The defendants were immediately placed under arrest. At their trial for armed robbery, the defendants move to suppress the use of the property confiscated by the police as evidence. Their motion should be Choices: A. granted, because the police did not have a warrant to search their car. B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime. C. denied, because the police had probable cause to search their car and, under the circumstances, no warrant was required. D. denied, because even though the detention was unlawful, the police had reasonable suspicion to believe that their car contained evidence of the crime since they observed the women fidgeting nervously. Answer:
","B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime.","
A. granted, because the police did not have a warrant to search their car.

Explanation:
",0
Llama-2-7b-chat-hf,mmlu.professional_law,370,"Question: [question] Choices: [choices] Answer: [answer]
Question: The police received a report that women dressed as superheroes had robbed a man in his house and stolen many of his valuables. The only way onto or off the island where he lived was a ferry. The last ferry was getting ready to leave for the night when the report came in to the police. Without attempting to get a warrant, the police stopped all the cars waiting for the ferry. In one vehicle, the police noticed three women fidgeting rather nervously. Upon searching their auto, the police found the victim's stolen property hidden under the front seat. The defendants were immediately placed under arrest. At their trial for armed robbery, the defendants move to suppress the use of the property confiscated by the police as evidence. Their motion should be Choices: A. granted, because the police did not have a warrant to search their car. B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime. C. denied, because the police had probable cause to search their car and, under the circumstances, no warrant was required. D. denied, because even though the detention was unlawful, the police had reasonable suspicion to believe that their car contained evidence of the crime since they observed the women fidgeting nervously. Answer:
","B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime.","
C. denied, because the police had probable cause to search their car and, under the circumstances, no warrant was",0
OLMo-7B-Instruct-hf,mmlu.professional_law,370,"Question: [question] Choices: [choices] Answer: [answer]
Question: The police received a report that women dressed as superheroes had robbed a man in his house and stolen many of his valuables. The only way onto or off the island where he lived was a ferry. The last ferry was getting ready to leave for the night when the report came in to the police. Without attempting to get a warrant, the police stopped all the cars waiting for the ferry. In one vehicle, the police noticed three women fidgeting rather nervously. Upon searching their auto, the police found the victim's stolen property hidden under the front seat. The defendants were immediately placed under arrest. At their trial for armed robbery, the defendants move to suppress the use of the property confiscated by the police as evidence. Their motion should be Choices: A. granted, because the police did not have a warrant to search their car. B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime. C. denied, because the police had probable cause to search their car and, under the circumstances, no warrant was required. D. denied, because even though the detention was unlawful, the police had reasonable suspicion to believe that their car contained evidence of the crime since they observed the women fidgeting nervously. Answer:
","B. granted, because the police did not have probable cause to suspect that their car contained evidence of the crime.","D. denied, because although the detention was unlawful, the police had reasonable suspicion to believe that their car contained evidence of the",0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,409,"Question: [question] Choices: [choices] Answer: [answer]
Question: A homeowner, his daughter, and his sister are the owners of three contiguous lots in the city. A downward slope exists from the homeowner's land to the sister's land. The homeowner's and daughter's lots were in an unimproved natural state. The sister, however, had lived for 10 years in a house that she had built on her property. The daughter, in preparation for building a house on her lot, carefully excavated an area eight feet deep for the purpose of building a basement. The daughter completed construction of her house and macadamized an area for use as a driveway without changing the former contours of the land. Shortly thereafter, the sister began to make complaints to the daughter about the flooding of her basement, which she claimed had been previously free of water. The sister then built a concrete wall three feet along her border with the daughter to prevent the flow of rain water running onto her land from the daughter's property. This caused the surface water to stand and become stagnant on the daughter's land. The daughter demanded that the sister remove the wall, and upon the sister's refusal, the daughter brought an appropriate action to compel removal. The most likely result is Choices: A. the sister must remove the wall because she has no right to obstruct the flow of such surface water. B. the sister must remove the wall at the daughter's expense. C. the sister may leave the wall without being liable to the daughter for money damages. D. the sister may leave the wall, but she will be liable to the daughter for money damages. Answer:
",C. the sister may leave the wall without being liable to the daughter for money damages.,"
A. the sister must remove the wall because she has no right to obstruct the flow of such surface water.
",0
Llama-2-7b-chat-hf,mmlu.professional_law,409,"Question: [question] Choices: [choices] Answer: [answer]
Question: A homeowner, his daughter, and his sister are the owners of three contiguous lots in the city. A downward slope exists from the homeowner's land to the sister's land. The homeowner's and daughter's lots were in an unimproved natural state. The sister, however, had lived for 10 years in a house that she had built on her property. The daughter, in preparation for building a house on her lot, carefully excavated an area eight feet deep for the purpose of building a basement. The daughter completed construction of her house and macadamized an area for use as a driveway without changing the former contours of the land. Shortly thereafter, the sister began to make complaints to the daughter about the flooding of her basement, which she claimed had been previously free of water. The sister then built a concrete wall three feet along her border with the daughter to prevent the flow of rain water running onto her land from the daughter's property. This caused the surface water to stand and become stagnant on the daughter's land. The daughter demanded that the sister remove the wall, and upon the sister's refusal, the daughter brought an appropriate action to compel removal. The most likely result is Choices: A. the sister must remove the wall because she has no right to obstruct the flow of such surface water. B. the sister must remove the wall at the daughter's expense. C. the sister may leave the wall without being liable to the daughter for money damages. D. the sister may leave the wall, but she will be liable to the daughter for money damages. Answer:
",C. the sister may leave the wall without being liable to the daughter for money damages.,"
B. the sister must remove the wall at the daughter's expense.

Explanation:

",0
OLMo-7B-Instruct-hf,mmlu.professional_law,409,"Question: [question] Choices: [choices] Answer: [answer]
Question: A homeowner, his daughter, and his sister are the owners of three contiguous lots in the city. A downward slope exists from the homeowner's land to the sister's land. The homeowner's and daughter's lots were in an unimproved natural state. The sister, however, had lived for 10 years in a house that she had built on her property. The daughter, in preparation for building a house on her lot, carefully excavated an area eight feet deep for the purpose of building a basement. The daughter completed construction of her house and macadamized an area for use as a driveway without changing the former contours of the land. Shortly thereafter, the sister began to make complaints to the daughter about the flooding of her basement, which she claimed had been previously free of water. The sister then built a concrete wall three feet along her border with the daughter to prevent the flow of rain water running onto her land from the daughter's property. This caused the surface water to stand and become stagnant on the daughter's land. The daughter demanded that the sister remove the wall, and upon the sister's refusal, the daughter brought an appropriate action to compel removal. The most likely result is Choices: A. the sister must remove the wall because she has no right to obstruct the flow of such surface water. B. the sister must remove the wall at the daughter's expense. C. the sister may leave the wall without being liable to the daughter for money damages. D. the sister may leave the wall, but she will be liable to the daughter for money damages. Answer:
",C. the sister may leave the wall without being liable to the daughter for money damages.,A: the sister must remove the wall because she has no right to obstruct the flow of such surface water.,0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,428,"Question: [question] Choices: [choices] Answer: [answer]
Question: A repairman repaired damaged electrical power lines and replaced old, worn-out equipment whenever necessary for the local municipal electrical company. After a violent tornado had ripped through the city, the electrical company was busily trying to restore electrical power to its customers. The morning after the storm, the repairman was perched on a ladder trying to repair a high-voltage power line. As he was removing the cover of the transformer box, the ladder suddenly slipped on the wet ground, even though it had been properly fixed into position. The repairman struggled to maintain his balance and, luckily, the ladder came to rest against the transformer box. A pedestrian, who was walking on the street below, saw the repairman's predicament and began to climb the ladder to aid him. As the pedestrian was ascending the ladder, his foot slipped, and he fell to the ground. His fall caused the ladder to jar loose the transformer box, which in turn sent the repairman falling to the pavement. The repairman and the pedestrian both suffered serious injuries. If the pedestrian asserts a claim against the electrical company for his injuries, he will most likely Choices: A. prevail, because he was attempting to rescue the repairman. B. prevail, because a public utility company is strictly liable in tort. C. not prevail, because he was negligent in climbing the ladder. D. not prevail, because the repairman was not negligent in not affixing the ladder properly. Answer:
","D. not prevail, because the repairman was not negligent in not affixing the ladder properly.","
B. prevail, because a public utility company is strictly liable in tort.

Explanation:
",0
Llama-2-7b-chat-hf,mmlu.professional_law,428,"Question: [question] Choices: [choices] Answer: [answer]
Question: A repairman repaired damaged electrical power lines and replaced old, worn-out equipment whenever necessary for the local municipal electrical company. After a violent tornado had ripped through the city, the electrical company was busily trying to restore electrical power to its customers. The morning after the storm, the repairman was perched on a ladder trying to repair a high-voltage power line. As he was removing the cover of the transformer box, the ladder suddenly slipped on the wet ground, even though it had been properly fixed into position. The repairman struggled to maintain his balance and, luckily, the ladder came to rest against the transformer box. A pedestrian, who was walking on the street below, saw the repairman's predicament and began to climb the ladder to aid him. As the pedestrian was ascending the ladder, his foot slipped, and he fell to the ground. His fall caused the ladder to jar loose the transformer box, which in turn sent the repairman falling to the pavement. The repairman and the pedestrian both suffered serious injuries. If the pedestrian asserts a claim against the electrical company for his injuries, he will most likely Choices: A. prevail, because he was attempting to rescue the repairman. B. prevail, because a public utility company is strictly liable in tort. C. not prevail, because he was negligent in climbing the ladder. D. not prevail, because the repairman was not negligent in not affixing the ladder properly. Answer:
","D. not prevail, because the repairman was not negligent in not affixing the ladder properly.","
B. prevail, because a public utility company is strictly liable in tort.

Explanation: In",0
OLMo-7B-Instruct-hf,mmlu.professional_law,428,"Question: [question] Choices: [choices] Answer: [answer]
Question: A repairman repaired damaged electrical power lines and replaced old, worn-out equipment whenever necessary for the local municipal electrical company. After a violent tornado had ripped through the city, the electrical company was busily trying to restore electrical power to its customers. The morning after the storm, the repairman was perched on a ladder trying to repair a high-voltage power line. As he was removing the cover of the transformer box, the ladder suddenly slipped on the wet ground, even though it had been properly fixed into position. The repairman struggled to maintain his balance and, luckily, the ladder came to rest against the transformer box. A pedestrian, who was walking on the street below, saw the repairman's predicament and began to climb the ladder to aid him. As the pedestrian was ascending the ladder, his foot slipped, and he fell to the ground. His fall caused the ladder to jar loose the transformer box, which in turn sent the repairman falling to the pavement. The repairman and the pedestrian both suffered serious injuries. If the pedestrian asserts a claim against the electrical company for his injuries, he will most likely Choices: A. prevail, because he was attempting to rescue the repairman. B. prevail, because a public utility company is strictly liable in tort. C. not prevail, because he was negligent in climbing the ladder. D. not prevail, because the repairman was not negligent in not affixing the ladder properly. Answer:
","D. not prevail, because the repairman was not negligent in not affixing the ladder properly.","A: The pedestrian will most likely prevail, because he was attempting to rescue the repairman.",0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,444,"Question: [question] Choices: [choices] Answer: [answer]
Question: In which of the following situations would the defendant not be guilty of homicide? Choices: A. A defendant came into a bar looking for a fight. He walked up to a victim, tapped him on the shoulder and said, ""You bother me. Get out of here. "" The victim ignored him, and the defendant proceeded to punch the victim in the face and stab him in the arm with a knife. The victim thereupon took out a knife that had been concealed in his pocket and stabbed the defendant in the right arm. The defendant, fearful that the victim would stab him in the heart, took out a gun and shot the victim to death. B. A defendant was home in bed with a fever one night, and all the lights in his house were off. A victim, who was scouting the neighborhood that night for a house to burglarize, broke into the defendant's house through the basement window and went upstairs to the bedrooms to look for jewelry. The defendant, who was not aware that someone else was in the house, was startled when he saw the victim walk past his room toward the stairs leading to the outside doorway. The defendant pulled out a pistol from under his pillow when he saw the victim and shot him to death. C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded. D. A defendant was a reporter for a newspaper and was sent on assignment to another state to cover the story of a mining disaster. He was sitting in his hotel room one evening, trying to get a message to his editor, when a victim knocked at the door. The defendant opened the door, and the victim announced a robbery. The defendant took a lamp from the night table and threw it at the victim. The victim was momentarily stunned, and the defendant then pulled a gun out of his own suitcase and shot the victim to death. Answer:
","C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded.","
The answer to this question depends on the specific laws of the jurisdiction in which the case is being tried. However,",0
Llama-2-7b-chat-hf,mmlu.professional_law,444,"Question: [question] Choices: [choices] Answer: [answer]
Question: In which of the following situations would the defendant not be guilty of homicide? Choices: A. A defendant came into a bar looking for a fight. He walked up to a victim, tapped him on the shoulder and said, ""You bother me. Get out of here. "" The victim ignored him, and the defendant proceeded to punch the victim in the face and stab him in the arm with a knife. The victim thereupon took out a knife that had been concealed in his pocket and stabbed the defendant in the right arm. The defendant, fearful that the victim would stab him in the heart, took out a gun and shot the victim to death. B. A defendant was home in bed with a fever one night, and all the lights in his house were off. A victim, who was scouting the neighborhood that night for a house to burglarize, broke into the defendant's house through the basement window and went upstairs to the bedrooms to look for jewelry. The defendant, who was not aware that someone else was in the house, was startled when he saw the victim walk past his room toward the stairs leading to the outside doorway. The defendant pulled out a pistol from under his pillow when he saw the victim and shot him to death. C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded. D. A defendant was a reporter for a newspaper and was sent on assignment to another state to cover the story of a mining disaster. He was sitting in his hotel room one evening, trying to get a message to his editor, when a victim knocked at the door. The defendant opened the door, and the victim announced a robbery. The defendant took a lamp from the night table and threw it at the victim. The victim was momentarily stunned, and the defendant then pulled a gun out of his own suitcase and shot the victim to death. Answer:
","C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded.","
B. A defendant was home in bed with a fever one night, and all the lights in his house were",0
OLMo-7B-Instruct-hf,mmlu.professional_law,444,"Question: [question] Choices: [choices] Answer: [answer]
Question: In which of the following situations would the defendant not be guilty of homicide? Choices: A. A defendant came into a bar looking for a fight. He walked up to a victim, tapped him on the shoulder and said, ""You bother me. Get out of here. "" The victim ignored him, and the defendant proceeded to punch the victim in the face and stab him in the arm with a knife. The victim thereupon took out a knife that had been concealed in his pocket and stabbed the defendant in the right arm. The defendant, fearful that the victim would stab him in the heart, took out a gun and shot the victim to death. B. A defendant was home in bed with a fever one night, and all the lights in his house were off. A victim, who was scouting the neighborhood that night for a house to burglarize, broke into the defendant's house through the basement window and went upstairs to the bedrooms to look for jewelry. The defendant, who was not aware that someone else was in the house, was startled when he saw the victim walk past his room toward the stairs leading to the outside doorway. The defendant pulled out a pistol from under his pillow when he saw the victim and shot him to death. C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded. D. A defendant was a reporter for a newspaper and was sent on assignment to another state to cover the story of a mining disaster. He was sitting in his hotel room one evening, trying to get a message to his editor, when a victim knocked at the door. The defendant opened the door, and the victim announced a robbery. The defendant took a lamp from the night table and threw it at the victim. The victim was momentarily stunned, and the defendant then pulled a gun out of his own suitcase and shot the victim to death. Answer:
","C. A defendant started a joke about the victim's brother. When word got to the victim about the defendant's joke, the victim became incensed. He rushed to the defendant's home, broke open the door and found the defendant preparing dinner in the kitchen. He immediately said, ""I'm going to kill you. "" The defendant knew that the victim had been convicted of attempted murder several years ago, and he cringed when the victim took out a gun and pointed it at him. The defendant could have easily darted for the open front door and evaded the victim but, instead, he suddenly pulled a knife from the kitchen wall, lunged at the victim, and stabbed him to death. Unknown to the defendant, the victim's gun was not loaded.","A The defendant was not guilty of homicide in this situation. In all four scenarios, the defendants were not guilty of homicide because",0
Mistral-7B-Instruct-v0.2,mmlu.professional_law,481,"Question: [question] Choices: [choices] Answer: [answer]
Question: A retiree was the record title owner in fee simple absolute of a 100-acre farm. In 1998, the retiree devised the property to his daughter and his friend as joint tenants with right of survivorship. The next year, the daughter executed a deed to a co-worker as follows:""I hereby convey all of my right, title, and interest in the northeast quarter of the farm to the co-worker and his heirs. ""Thereafter, the daughter borrowed $100,000 from a lender, and a promissory note was executed as evidence of the debt. In 2008, the daughter defaulted on the loan, and the lender, as judgment creditor, levied upon and sold to his nephew on execution sale all of ""(the daughter's) right, title and interest in the south half of the farm. "" In December 2009, the daughter died intestate, leaving her husband as her sole surviving heir. Who owns the farm? Choices: A. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm. B. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend is the owner in fee of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm. C. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the nephew is the owner in fee of the south half of the farm. D. The friend and the co-worker are tenants in common of the northeast quarter of the farm; and the friend is the owner in fee of the remaining three-quarters of the farm. Answer:
",B. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend is the owner in fee of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm.,"
C. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the",0
Llama-2-7b-chat-hf,mmlu.professional_law,481,"Question: [question] Choices: [choices] Answer: [answer]
Question: A retiree was the record title owner in fee simple absolute of a 100-acre farm. In 1998, the retiree devised the property to his daughter and his friend as joint tenants with right of survivorship. The next year, the daughter executed a deed to a co-worker as follows:""I hereby convey all of my right, title, and interest in the northeast quarter of the farm to the co-worker and his heirs. ""Thereafter, the daughter borrowed $100,000 from a lender, and a promissory note was executed as evidence of the debt. In 2008, the daughter defaulted on the loan, and the lender, as judgment creditor, levied upon and sold to his nephew on execution sale all of ""(the daughter's) right, title and interest in the south half of the farm. "" In December 2009, the daughter died intestate, leaving her husband as her sole surviving heir. Who owns the farm? Choices: A. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm. B. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend is the owner in fee of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm. C. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the nephew is the owner in fee of the south half of the farm. D. The friend and the co-worker are tenants in common of the northeast quarter of the farm; and the friend is the owner in fee of the remaining three-quarters of the farm. Answer:
",B. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend is the owner in fee of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm.,"
B

Explanation:

The facts of the scenario indicate that the daughter devised the property to her",1
