"statistic, pvalue, row is better than column",template_21,template_19,template_17,best set: template_5,template_16,template_20,template_7,template_28,template_23,template_30,template_3,template_4,template_18,template_25,template_6,template_32,template_11,template_13,template_45,template_33,template_2,template_9,template_34,template_36,template_38,template_27,template_35,template_22,template_37,template_44,template_31,template_24,template_49,template_29,template_47,template_48,template_39,template_41,template_10,template_12,template_8,template_51,template_15,template_26,template_40,template_46,template_52,template_1,template_0,template_14,template_55,template_50,template_54,template_53,template_43,template_42,group,accuracy
template_26,"17.00, 0.00, False","15.00, 0.00, False","19.00, 0.00, False","14.00, 0.00, False","12.00, 0.00, False","8.00, 0.00, False","16.00, 0.01, False","16.00, 0.02, False","18.00, 0.03, False","18.00, 0.04, False","19.00, 0.05, False","9.00, 0.01, False","11.00, 0.02, False","19.00, 0.07, False","10.00, 0.04, False","16.00, 0.07, False","22.00, 0.14, False","21.00, 0.13, False","21.00, 0.13, False","22.00, 0.14, False","16.00, 0.13, False","22.00, 0.18, False","16.00, 0.13, False","13.00, 0.13, False","14.00, 0.14, False","22.00, 0.22, False","24.00, 0.24, False","12.00, 0.16, False","24.00, 0.29, False","15.00, 0.26, False","27.00, 0.44, False","15.00, 0.32, False","27.00, 0.44, False","25.00, 0.50, False","26.00, 0.51, False","17.00, 0.43, False","24.00, 0.58, False","28.00, 0.61, False","14.00, 0.60, False","7.00, 0.48, False","15.00, 0.61, False","27.00, 1.00, False","27.00, 1.00, True",None,"16.00, 1.00, None","19.00, 1.00, True","19.00, 0.87, True","29.00, 0.80, True","17.00, 0.74, True","14.00, 0.72, True","27.00, 0.69, True","16.00, 0.62, True","13.00, 0.58, True","27.00, 0.69, True","25.00, 0.30, True","16.00, 0.07, True",B,0.339
template_40,"18.00, 0.00, False","18.00, 0.00, False","21.00, 0.00, False","17.00, 0.00, False","15.00, 0.00, False","10.00, 0.00, False","16.00, 0.01, False","6.00, 0.00, False","19.00, 0.03, False","10.00, 0.01, False","21.00, 0.06, False","16.00, 0.04, False","13.00, 0.03, False","23.00, 0.09, False","14.00, 0.06, False","7.00, 0.02, False","26.00, 0.17, False","25.00, 0.16, False","22.00, 0.14, False","21.00, 0.13, False","17.00, 0.14, False","23.00, 0.18, False","6.00, 0.03, False","9.00, 0.09, False","9.00, 0.09, False","24.00, 0.24, False","21.00, 0.21, False","14.00, 0.19, False","25.00, 0.30, False","18.00, 0.29, False","26.00, 0.43, False","18.00, 0.36, False","27.00, 0.44, False","23.00, 0.49, False","26.00, 0.51, False","19.00, 0.45, False","24.00, 0.58, False","26.00, 0.60, False","20.00, 0.65, False","19.00, 0.64, False","17.00, 0.63, False","26.00, 1.00, False","26.00, 1.00, True","16.00, 1.00, True",None,"21.00, 1.00, True","22.00, 0.88, True","29.00, 0.80, True","22.00, 0.77, True","18.00, 0.75, True","28.00, 0.70, True","15.00, 0.61, True","20.00, 0.65, True","26.00, 0.69, True","25.00, 0.30, True","17.00, 0.08, True",B,0.339
template_46,"19.00, 0.00, False","22.00, 0.00, False","23.00, 0.00, False","21.00, 0.00, False","13.00, 0.00, False","10.00, 0.00, False","22.00, 0.02, False","15.00, 0.01, False","21.00, 0.03, False","16.00, 0.02, False","23.00, 0.06, False","7.00, 0.01, False","13.00, 0.02, False","24.00, 0.08, False","12.00, 0.03, False","16.00, 0.05, False","28.00, 0.15, False","25.00, 0.13, False","23.00, 0.12, False","21.00, 0.10, False","16.00, 0.10, False","26.00, 0.17, False","18.00, 0.11, False","15.00, 0.12, False","14.00, 0.11, False","25.00, 0.20, False","21.00, 0.17, False","13.00, 0.13, False","25.00, 0.25, False","10.00, 0.14, False","27.00, 0.37, False","10.00, 0.18, False","25.00, 0.36, False","26.00, 0.43, False","23.00, 0.41, False","4.00, 0.12, False","24.00, 0.50, False","27.00, 0.52, False","11.00, 0.44, False","17.00, 0.52, False","12.00, 0.46, False","25.00, 0.89, False","27.00, 1.00, False","19.00, 1.00, False","21.00, 1.00, False",None,"10.00, 1.00, True","29.00, 0.90, True","10.00, 0.83, True","12.00, 0.85, True","24.00, 0.78, True","8.00, 0.65, True","10.00, 0.68, True","26.00, 0.79, True","22.00, 0.33, True","6.00, 0.02, True",B,0.333
template_52,"20.00, 0.00, False","22.00, 0.00, False","25.00, 0.00, False","21.00, 0.00, False","15.00, 0.00, False","14.00, 0.00, False","23.00, 0.01, False","18.00, 0.01, False","25.00, 0.03, False","19.00, 0.02, False","23.00, 0.04, False","12.00, 0.01, False","17.00, 0.02, False","24.00, 0.06, False","15.00, 0.04, False","20.00, 0.06, False","25.00, 0.10, False","25.00, 0.10, False","27.00, 0.11, False","26.00, 0.11, False","16.00, 0.07, False","26.00, 0.14, False","23.00, 0.12, False","14.00, 0.08, False","13.00, 0.07, False","25.00, 0.16, False","25.00, 0.16, False","12.00, 0.09, False","28.00, 0.22, False","12.00, 0.12, False","31.00, 0.34, False","10.00, 0.14, False","27.00, 0.31, False","30.00, 0.40, False","27.00, 0.37, False","10.00, 0.18, False","25.00, 0.43, False","26.00, 0.43, False","6.00, 0.24, False","16.00, 0.42, False","8.00, 0.29, False","27.00, 0.79, False","28.00, 0.90, False","19.00, 0.87, False","22.00, 0.88, False","10.00, 1.00, False",None,"27.00, 1.00, True","12.00, 1.00, True","16.00, 1.00, True","28.00, 0.90, True","7.00, 0.80, True","8.00, 0.81, True","28.00, 0.90, True","27.00, 0.44, True","5.00, 0.03, True",B,0.327
template_1,"13.00, 0.00, False","10.00, 0.00, False","17.00, 0.00, False","11.00, 0.00, False","24.00, 0.00, False","22.00, 0.01, False","17.00, 0.00, False","24.00, 0.02, False","15.00, 0.01, False","25.00, 0.03, False","22.00, 0.03, False","22.00, 0.03, False","24.00, 0.04, False","13.00, 0.01, False","22.00, 0.05, False","27.00, 0.07, False","10.00, 0.02, False","9.00, 0.01, False","15.00, 0.04, False","20.00, 0.06, False","29.00, 0.12, False","16.00, 0.05, False","27.00, 0.11, False","25.00, 0.13, False","31.00, 0.17, False","10.00, 0.04, False","21.00, 0.10, False","26.00, 0.17, False","18.00, 0.11, False","27.00, 0.21, False","21.00, 0.21, False","28.00, 0.27, False","15.00, 0.15, False","22.00, 0.27, False","14.00, 0.19, False","27.00, 0.31, False","20.00, 0.31, False","19.00, 0.30, False","27.00, 0.44, False","31.00, 0.47, False","28.00, 0.45, False","20.00, 0.65, False","7.00, 0.63, False","29.00, 0.80, False","29.00, 0.80, False","29.00, 0.90, False","27.00, 1.00, False",None,"27.00, 1.00, None","26.00, 1.00, None","17.00, 1.00, True","29.00, 1.00, True","30.00, 1.00, True","17.00, 1.00, True","12.00, 0.36, True","23.00, 0.23, True",B,0.321
template_0,"16.00, 0.00, False","19.00, 0.00, False","22.00, 0.00, False","19.00, 0.00, False","12.00, 0.00, False","12.00, 0.00, False","20.00, 0.01, False","16.00, 0.01, False","22.00, 0.02, False","15.00, 0.01, False","22.00, 0.03, False","7.00, 0.00, False","13.00, 0.01, False","22.00, 0.04, False","13.00, 0.02, False","17.00, 0.03, False","25.00, 0.08, False","21.00, 0.06, False","22.00, 0.07, False","20.00, 0.06, False","17.00, 0.06, False","24.00, 0.10, False","20.00, 0.08, False","15.00, 0.07, False","16.00, 0.07, False","20.00, 0.10, False","18.00, 0.09, False","13.00, 0.07, False","21.00, 0.13, False","11.00, 0.08, False","23.00, 0.23, False","10.00, 0.10, False","23.00, 0.23, False","24.00, 0.29, False","24.00, 0.29, False","9.00, 0.12, False","23.00, 0.34, False","23.00, 0.34, False","8.00, 0.21, False","14.00, 0.31, False","10.00, 0.25, False","25.00, 0.68, False","24.00, 0.78, False","17.00, 0.74, False","22.00, 0.77, False","10.00, 0.83, False","12.00, 1.00, False","27.00, 1.00, True",None,"10.00, 1.00, None","26.00, 1.00, True","13.00, 1.00, True","16.00, 1.00, True","28.00, 1.00, True","25.00, 0.50, True","7.00, 0.06, True",B,0.321
template_14,"14.00, 0.00, False","17.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","11.00, 0.00, False","7.00, 0.00, False","18.00, 0.01, False","16.00, 0.01, False","19.00, 0.01, False","16.00, 0.01, False","20.00, 0.02, False","8.00, 0.00, False","8.00, 0.00, False","20.00, 0.03, False","8.00, 0.01, False","16.00, 0.03, False","22.00, 0.07, False","22.00, 0.07, False","21.00, 0.06, False","18.00, 0.05, False","17.00, 0.06, False","23.00, 0.09, False","16.00, 0.05, False","10.00, 0.04, False","15.00, 0.07, False","18.00, 0.09, False","18.00, 0.09, False","13.00, 0.07, False","22.00, 0.14, False","13.00, 0.10, False","23.00, 0.23, False","13.00, 0.13, False","25.00, 0.25, False","23.00, 0.28, False","26.00, 0.31, False","11.00, 0.15, False","25.00, 0.36, False","24.00, 0.35, False","13.00, 0.30, False","14.00, 0.31, False","14.00, 0.31, False","25.00, 0.68, False","22.00, 0.77, False","14.00, 0.72, False","18.00, 0.75, False","12.00, 0.85, False","16.00, 1.00, False","26.00, 1.00, True","10.00, 1.00, True",None,"27.00, 1.00, True","14.00, 1.00, True","17.00, 1.00, True","28.00, 1.00, True","26.00, 0.51, True","12.00, 0.12, True",C,0.321
template_55,"10.00, 0.00, False","11.00, 0.00, False","14.00, 0.00, False","13.00, 0.00, False","21.00, 0.00, False","19.00, 0.00, False","13.00, 0.00, False","22.00, 0.01, False","9.00, 0.00, False","23.00, 0.02, False","18.00, 0.01, False","21.00, 0.02, False","22.00, 0.02, False","11.00, 0.01, False","21.00, 0.04, False","23.00, 0.04, False","12.00, 0.02, False","5.00, 0.00, False","8.00, 0.01, False","20.00, 0.04, False","28.00, 0.10, False","10.00, 0.02, False","24.00, 0.08, False","23.00, 0.09, False","26.00, 0.11, False","10.00, 0.02, False","21.00, 0.08, False","25.00, 0.13, False","17.00, 0.08, False","26.00, 0.17, False","21.00, 0.17, False","24.00, 0.19, False","9.00, 0.06, False","21.00, 0.21, False","7.00, 0.06, False","22.00, 0.22, False","20.00, 0.25, False","19.00, 0.24, False","26.00, 0.37, False","28.00, 0.38, False","27.00, 0.37, False","11.00, 0.44, False","18.00, 0.64, False","27.00, 0.69, False","28.00, 0.70, False","24.00, 0.78, False","28.00, 0.90, False","17.00, 1.00, False","26.00, 1.00, False","27.00, 1.00, False",None,"26.00, 1.00, None","26.00, 1.00, None","9.00, 1.00, None","5.00, 0.30, True","22.00, 0.27, True",C,0.315
template_50,"18.00, 0.00, False","20.00, 0.00, False","22.00, 0.00, False","18.00, 0.00, False","10.00, 0.00, False","10.00, 0.00, False","20.00, 0.01, False","10.00, 0.00, False","20.00, 0.01, False","13.00, 0.00, False","22.00, 0.02, False","10.00, 0.00, False","13.00, 0.01, False","23.00, 0.03, False","12.00, 0.01, False","11.00, 0.01, False","26.00, 0.07, False","23.00, 0.06, False","24.00, 0.06, False","22.00, 0.05, False","14.00, 0.03, False","23.00, 0.07, False","15.00, 0.04, False","8.00, 0.02, False","10.00, 0.02, False","22.00, 0.09, False","21.00, 0.08, False","9.00, 0.03, False","25.00, 0.13, False","9.00, 0.04, False","27.00, 0.21, False","10.00, 0.07, False","24.00, 0.19, False","24.00, 0.24, False","23.00, 0.23, False","7.00, 0.06, False","24.00, 0.29, False","25.00, 0.30, False","8.00, 0.15, False","15.00, 0.26, False","7.00, 0.13, False","23.00, 0.58, False","26.00, 0.69, False","16.00, 0.62, False","15.00, 0.61, False","8.00, 0.65, False","7.00, 0.80, False","29.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","26.00, 1.00, True",None,"10.00, 1.00, None","28.00, 1.00, None","24.00, 0.58, True","6.00, 0.08, True",C,0.315
template_54,"19.00, 0.00, False","22.00, 0.00, False","23.00, 0.00, False","20.00, 0.00, False","16.00, 0.00, False","12.00, 0.00, False","22.00, 0.01, False","18.00, 0.01, False","21.00, 0.01, False","21.00, 0.02, False","23.00, 0.02, False","13.00, 0.01, False","16.00, 0.01, False","23.00, 0.03, False","14.00, 0.02, False","20.00, 0.03, False","26.00, 0.07, False","23.00, 0.06, False","24.00, 0.06, False","24.00, 0.06, False","18.00, 0.05, False","23.00, 0.07, False","20.00, 0.06, False","16.00, 0.05, False","15.00, 0.05, False","24.00, 0.10, False","23.00, 0.09, False","14.00, 0.06, False","28.00, 0.15, False","15.00, 0.09, False","31.00, 0.24, False","16.00, 0.13, False","24.00, 0.19, False","28.00, 0.27, False","25.00, 0.25, False","10.00, 0.10, False","26.00, 0.31, False","27.00, 0.31, False","11.00, 0.20, False","12.00, 0.22, False","11.00, 0.20, False","24.00, 0.58, False","29.00, 0.70, False","13.00, 0.58, False","20.00, 0.65, False","10.00, 0.68, False","8.00, 0.81, False","30.00, 1.00, False","16.00, 1.00, False","17.00, 1.00, False","26.00, 1.00, True","10.00, 1.00, True",None,"28.00, 1.00, None","26.00, 0.60, True","6.00, 0.08, True",B,0.315
template_53,"11.00, 0.00, False","12.00, 0.00, False","14.00, 0.00, False","12.00, 0.00, False","21.00, 0.00, False","18.00, 0.00, False","12.00, 0.00, False","20.00, 0.01, False","8.00, 0.00, False","20.00, 0.01, False","17.00, 0.01, False","22.00, 0.02, False","21.00, 0.02, False","7.00, 0.00, False","20.00, 0.03, False","24.00, 0.05, False","7.00, 0.01, False","9.00, 0.01, False","5.00, 0.00, False","18.00, 0.04, False","25.00, 0.08, False","6.00, 0.01, False","23.00, 0.07, False","23.00, 0.09, False","25.00, 0.10, False","14.00, 0.04, False","18.00, 0.06, False","23.00, 0.12, False","14.00, 0.06, False","25.00, 0.16, False","18.00, 0.14, False","23.00, 0.18, False","10.00, 0.07, False","20.00, 0.20, False","9.00, 0.09, False","24.00, 0.24, False","16.00, 0.21, False","19.00, 0.24, False","26.00, 0.37, False","29.00, 0.39, False","26.00, 0.37, False","7.00, 0.36, False","19.00, 0.64, False","27.00, 0.69, False","26.00, 0.69, False","26.00, 0.79, False","28.00, 0.90, False","17.00, 1.00, False","28.00, 1.00, False","28.00, 1.00, False","9.00, 1.00, True","28.00, 1.00, True","28.00, 1.00, True",None,"7.00, 0.36, True","24.00, 0.29, True",C,0.315
template_43,"9.00, 0.00, False","11.00, 0.00, False","16.00, 0.00, False","11.00, 0.00, False","19.00, 0.00, False","17.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","11.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","21.00, 0.00, False","11.00, 0.00, False","19.00, 0.01, False","22.00, 0.01, False","11.00, 0.00, False","8.00, 0.00, False","8.00, 0.00, False","18.00, 0.01, False","25.00, 0.02, False","11.00, 0.00, False","21.00, 0.02, False","20.00, 0.02, False","24.00, 0.03, False","13.00, 0.01, False","19.00, 0.02, False","21.00, 0.03, False","15.00, 0.01, False","23.00, 0.04, False","19.00, 0.04, False","22.00, 0.05, False","5.00, 0.00, False","19.00, 0.05, False","4.00, 0.00, False","20.00, 0.06, False","18.00, 0.06, False","19.00, 0.07, False","24.00, 0.12, False","25.00, 0.13, False","24.00, 0.12, False","9.00, 0.09, False","15.00, 0.20, False","25.00, 0.30, False","25.00, 0.30, False","22.00, 0.33, False","27.00, 0.44, False","12.00, 0.36, False","25.00, 0.50, False","26.00, 0.51, False","5.00, 0.30, False","24.00, 0.58, False","26.00, 0.60, False","7.00, 0.36, False",None,"24.00, 0.68, True",C,0.285
template_42,"14.00, 0.00, False","18.00, 0.00, False","19.00, 0.00, False","17.00, 0.00, False","11.00, 0.00, False","10.00, 0.00, False","18.00, 0.00, False","11.00, 0.00, False","17.00, 0.00, False","15.00, 0.00, False","19.00, 0.00, False","10.00, 0.00, False","11.00, 0.00, False","21.00, 0.00, False","11.00, 0.00, False","13.00, 0.00, False","22.00, 0.00, False","19.00, 0.00, False","20.00, 0.00, False","20.00, 0.00, False","16.00, 0.00, False","20.00, 0.00, False","14.00, 0.00, False","11.00, 0.00, False","12.00, 0.00, False","20.00, 0.01, False","18.00, 0.00, False","11.00, 0.00, False","21.00, 0.01, False","11.00, 0.00, False","24.00, 0.02, False","11.00, 0.00, False","18.00, 0.01, False","21.00, 0.02, False","20.00, 0.02, False","4.00, 0.00, False","20.00, 0.02, False","21.00, 0.03, False","9.00, 0.01, False","13.00, 0.01, False","10.00, 0.01, False","19.00, 0.07, False","23.00, 0.12, False","16.00, 0.07, False","17.00, 0.08, False","6.00, 0.02, False","5.00, 0.03, False","23.00, 0.23, False","7.00, 0.06, False","12.00, 0.12, False","22.00, 0.27, False","6.00, 0.08, False","6.00, 0.08, False","24.00, 0.29, False","24.00, 0.68, False",None,C,0.261
