"statistic, pvalue, row is better than column",template_55,best set: template_27,template_3,template_15,template_9,template_43,template_25,template_45,template_19,template_53,template_23,template_37,template_31,template_28,template_51,template_34,template_7,template_5,template_13,template_17,template_14,template_32,template_50,template_36,template_41,template_11,template_38,template_16,template_24,template_21,template_26,template_12,template_47,template_54,template_2,template_10,template_18,template_39,template_4,template_40,template_8,template_20,template_29,template_1,template_22,template_0,template_46,template_48,template_44,template_42,template_33,template_6,template_35,template_49,template_30,template_52,group
template_1,"3.00, 0.06, False","3.00, 0.06, False","2.00, 0.07, False","3.00, 0.15, False","2.00, 0.11, False","5.00, 0.30, False","6.00, 0.33, False","4.00, 0.27, False","3.00, 0.23, False","5.00, 0.30, False","3.00, 0.34, False","6.00, 0.45, False","4.00, 0.39, False","10.00, 0.54, False","7.00, 0.48, False","10.00, 0.68, False","4.00, 0.55, False","5.00, 0.58, False","5.00, 0.58, False","3.00, 0.51, False","7.00, 0.80, False","9.00, 0.82, False","10.00, 0.83, False","11.00, 0.84, False","8.00, 0.81, False","4.00, 0.75, False","11.00, 0.84, False","5.00, 0.77, False","9.00, 0.82, False","4.00, 0.75, False","8.00, 0.81, False","10.00, 1.00, False","6.00, 1.00, False","11.00, 1.00, False","7.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","8.00, 1.00, True","11.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","8.00, 1.00, True",None,"8.00, 1.00, True","7.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","9.00, 0.82, True","5.00, 0.58, True","6.00, 0.61, True","3.00, 0.51, True","10.00, 0.68, True","9.00, 0.40, True",A
template_22,"6.00, 0.08, False","4.00, 0.05, False","5.00, 0.10, False","7.00, 0.19, False","6.00, 0.17, False","6.00, 0.24, False","9.00, 0.31, False","6.00, 0.24, False","5.00, 0.21, False","7.00, 0.26, False","7.00, 0.36, False","6.00, 0.33, False","5.00, 0.30, False","6.00, 0.33, False","8.00, 0.38, False","5.00, 0.42, False","5.00, 0.42, False","7.00, 0.48, False","8.00, 0.50, False","6.00, 0.45, False","5.00, 0.58, False","7.00, 0.63, False","3.00, 0.51, False","6.00, 0.61, False","9.00, 0.66, False","8.00, 0.65, False","7.00, 0.63, False","1.00, 0.38, False","3.00, 0.51, False","7.00, 0.63, False","5.00, 0.58, False","7.00, 0.80, False","6.00, 0.79, False","5.00, 0.77, False","4.00, 0.75, False","7.00, 0.80, False","5.00, 0.77, False","7.00, 0.80, False","6.00, 1.00, False","8.00, 1.00, False","3.00, 1.00, False","4.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False",None,"6.00, 1.00, None","5.00, 1.00, None","5.00, 1.00, None","5.00, 1.00, None","7.00, 1.00, None","10.00, 1.00, True","4.00, 0.75, True","9.00, 0.82, True","6.00, 0.79, True","6.00, 0.79, True","4.00, 0.39, True",B
template_0,"6.00, 0.08, False","5.00, 0.06, False","4.00, 0.08, False","7.00, 0.19, False","6.00, 0.17, False","6.00, 0.24, False","9.00, 0.31, False","6.00, 0.24, False","7.00, 0.26, False","6.00, 0.24, False","9.00, 0.40, False","7.00, 0.36, False","7.00, 0.36, False","5.00, 0.30, False","8.00, 0.38, False","6.00, 0.45, False","6.00, 0.45, False","7.00, 0.48, False","6.00, 0.45, False","6.00, 0.45, False","5.00, 0.58, False","8.00, 0.65, False","8.00, 0.65, False","9.00, 0.66, False","8.00, 0.65, False","6.00, 0.61, False","8.00, 0.65, False","5.00, 0.58, False","7.00, 0.63, False","8.00, 0.65, False","3.00, 0.51, False","7.00, 0.80, False","7.00, 0.80, False","7.00, 0.80, False","4.00, 0.75, False","5.00, 0.77, False","6.00, 0.79, False","7.00, 0.80, False","5.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, False","6.00, 1.00, True",None,"6.00, 1.00, None","7.00, 1.00, None","7.00, 1.00, None","7.00, 1.00, None","9.00, 1.00, True","3.00, 0.73, True","8.00, 0.81, True","6.00, 0.79, True","8.00, 0.81, True","6.00, 0.45, True",A
template_46,"5.00, 0.06, False","4.00, 0.05, False","5.00, 0.10, False","7.00, 0.19, False","6.00, 0.17, False","6.00, 0.24, False","10.00, 0.33, False","6.00, 0.24, False","6.00, 0.24, False","5.00, 0.21, False","9.00, 0.40, False","8.00, 0.38, False","5.00, 0.30, False","4.00, 0.27, False","8.00, 0.38, False","3.00, 0.34, False","5.00, 0.42, False","7.00, 0.48, False","7.00, 0.48, False","6.00, 0.45, False","6.00, 0.61, False","4.00, 0.55, False","4.00, 0.55, False","7.00, 0.63, False","8.00, 0.65, False","7.00, 0.63, False","5.00, 0.58, False","4.00, 0.55, False","5.00, 0.58, False","7.00, 0.63, False","4.00, 0.55, False","4.00, 0.75, False","6.00, 0.79, False","3.00, 0.73, False","4.00, 0.75, False","5.00, 0.77, False","3.00, 0.73, False","8.00, 0.81, False","2.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","5.00, 1.00, True","6.00, 1.00, True",None,"1.00, 1.00, None","4.00, 1.00, None","5.00, 1.00, None","8.00, 1.00, True","3.00, 0.73, True","7.00, 0.80, True","6.00, 0.79, True","5.00, 0.77, True","3.00, 0.34, True",B
template_48,"4.00, 0.05, False","3.00, 0.04, False","4.00, 0.08, False","6.00, 0.17, False","5.00, 0.14, False","5.00, 0.21, False","9.00, 0.31, False","6.00, 0.24, False","5.00, 0.21, False","4.00, 0.18, False","8.00, 0.38, False","7.00, 0.36, False","5.00, 0.30, False","4.00, 0.27, False","7.00, 0.36, False","3.00, 0.34, False","4.00, 0.39, False","6.00, 0.45, False","6.00, 0.45, False","5.00, 0.42, False","6.00, 0.61, False","4.00, 0.55, False","3.00, 0.51, False","6.00, 0.61, False","8.00, 0.65, False","6.00, 0.61, False","5.00, 0.58, False","3.00, 0.51, False","4.00, 0.55, False","6.00, 0.61, False","3.00, 0.51, False","3.00, 0.73, False","5.00, 0.77, False","3.00, 0.73, False","4.00, 0.75, False","4.00, 0.75, False","2.00, 0.69, False","7.00, 0.80, False","2.00, 1.00, False","6.00, 1.00, False","4.00, 1.00, False","4.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","5.00, 1.00, True","7.00, 1.00, True","1.00, 1.00, True",None,"4.00, 1.00, None","6.00, 1.00, None","8.00, 1.00, True","3.00, 0.73, True","6.00, 0.79, True","5.00, 0.77, True","5.00, 0.77, True","3.00, 0.34, True",B
template_44,"8.00, 0.11, False","7.00, 0.09, False","6.00, 0.12, False","10.00, 0.25, False","8.00, 0.21, False","7.00, 0.26, False","13.00, 0.38, False","7.00, 0.26, False","8.00, 0.29, False","7.00, 0.26, False","11.00, 0.44, False","7.00, 0.36, False","7.00, 0.36, False","6.00, 0.33, False","9.00, 0.40, False","6.00, 0.45, False","8.00, 0.50, False","9.00, 0.52, False","9.00, 0.52, False","8.00, 0.50, False","8.00, 0.65, False","8.00, 0.65, False","4.00, 0.55, False","8.00, 0.65, False","10.00, 0.68, False","10.00, 0.68, False","7.00, 0.63, False","5.00, 0.58, False","8.00, 0.65, False","9.00, 0.66, False","6.00, 0.61, False","7.00, 0.80, False","7.00, 0.80, False","4.00, 0.75, False","4.00, 0.75, False","8.00, 0.81, False","5.00, 0.77, False","9.00, 0.82, False","5.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","6.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","5.00, 1.00, True","7.00, 1.00, True","4.00, 1.00, True","4.00, 1.00, True",None,"8.00, 1.00, None","9.00, 1.00, True","4.00, 0.75, True","9.00, 0.82, True","7.00, 0.80, True","7.00, 0.80, True","3.00, 0.34, True",A
template_42,"7.00, 0.09, False","6.00, 0.08, False","8.00, 0.15, False","7.00, 0.19, False","8.00, 0.21, False","7.00, 0.26, False","10.00, 0.33, False","8.00, 0.29, False","6.00, 0.24, False","9.00, 0.31, False","9.00, 0.40, False","8.00, 0.38, False","5.00, 0.30, False","4.00, 0.27, False","10.00, 0.42, False","3.00, 0.34, False","7.00, 0.48, False","9.00, 0.52, False","10.00, 0.54, False","8.00, 0.50, False","3.00, 0.51, False","6.00, 0.61, False","5.00, 0.58, False","6.00, 0.61, False","10.00, 0.68, False","10.00, 0.68, False","5.00, 0.58, False","7.00, 0.63, False","6.00, 0.61, False","7.00, 0.63, False","7.00, 0.63, False","7.00, 0.80, False","9.00, 0.82, False","6.00, 0.79, False","8.00, 0.81, False","8.00, 0.81, False","5.00, 0.77, False","10.00, 0.83, False","6.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, True","7.00, 1.00, True","5.00, 1.00, True","6.00, 1.00, True","8.00, 1.00, True",None,"11.00, 1.00, True","5.00, 0.77, True","9.00, 0.82, True","8.00, 0.81, True","8.00, 0.81, True","4.00, 0.39, True",A
template_33,"4.00, 0.03, False","4.00, 0.03, False","5.00, 0.06, False","5.00, 0.10, False","3.00, 0.06, False","5.00, 0.14, False","5.00, 0.14, False","8.00, 0.21, False","4.00, 0.12, False","4.00, 0.12, False","6.00, 0.24, False","6.00, 0.24, False","7.00, 0.26, False","8.00, 0.29, False","7.00, 0.26, False","8.00, 0.38, False","7.00, 0.36, False","7.00, 0.36, False","6.00, 0.33, False","5.00, 0.30, False","8.00, 0.50, False","9.00, 0.52, False","10.00, 0.54, False","13.00, 0.58, False","4.00, 0.39, False","6.00, 0.45, False","8.00, 0.50, False","8.00, 0.50, False","9.00, 0.52, False","5.00, 0.42, False","8.00, 0.50, False","10.00, 0.68, False","4.00, 0.55, False","8.00, 0.65, False","9.00, 0.66, False","9.00, 0.66, False","7.00, 0.63, False","4.00, 0.55, False","8.00, 0.81, False","9.00, 0.82, False","9.00, 0.82, False","7.00, 0.80, False","5.00, 0.77, False","9.00, 0.82, False","10.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False",None,"8.00, 1.00, True","4.00, 1.00, True","7.00, 1.00, True","10.00, 1.00, True","8.00, 0.65, True",B
template_6,"5.00, 0.03, False","4.00, 0.02, False","2.00, 0.01, False","5.00, 0.06, False","4.00, 0.05, False","3.00, 0.06, False","8.00, 0.15, False","4.00, 0.08, False","4.00, 0.08, False","4.00, 0.08, False","6.00, 0.17, False","6.00, 0.17, False","4.00, 0.12, False","4.00, 0.12, False","6.00, 0.17, False","4.00, 0.18, False","3.00, 0.15, False","5.00, 0.21, False","6.00, 0.24, False","3.00, 0.15, False","4.00, 0.27, False","6.00, 0.33, False","4.00, 0.27, False","6.00, 0.33, False","7.00, 0.36, False","5.00, 0.30, False","7.00, 0.36, False","2.00, 0.18, False","6.00, 0.33, False","4.00, 0.27, False","5.00, 0.30, False","5.00, 0.42, False","4.00, 0.39, False","4.00, 0.39, False","3.00, 0.34, False","5.00, 0.42, False","2.00, 0.29, False","6.00, 0.45, False","2.00, 0.45, False","6.00, 0.61, False","3.00, 0.51, False","2.00, 0.45, False","7.00, 0.63, False","5.00, 0.58, False","4.00, 0.75, False","3.00, 0.73, False","3.00, 0.73, False","3.00, 0.73, False","4.00, 0.75, False","5.00, 0.77, False","8.00, 1.00, False",None,"8.00, 1.00, None","5.00, 1.00, None","6.00, 1.00, None","5.00, 0.77, True",B
template_35,"3.00, 0.01, False","1.00, 0.00, False","5.00, 0.04, False","3.00, 0.04, False","3.00, 0.04, False","4.00, 0.08, False","5.00, 0.10, False","7.00, 0.13, False","2.00, 0.04, False","3.00, 0.06, False","5.00, 0.14, False","5.00, 0.14, False","4.00, 0.12, False","4.00, 0.12, False","5.00, 0.14, False","5.00, 0.21, False","5.00, 0.21, False","6.00, 0.24, False","4.00, 0.18, False","5.00, 0.21, False","6.00, 0.33, False","5.00, 0.30, False","7.00, 0.36, False","9.00, 0.40, False","4.00, 0.27, False","5.00, 0.30, False","7.00, 0.36, False","6.00, 0.33, False","5.00, 0.30, False","3.00, 0.23, False","4.00, 0.27, False","8.00, 0.50, False","4.00, 0.39, False","7.00, 0.48, False","8.00, 0.50, False","6.00, 0.45, False","4.00, 0.39, False","3.00, 0.34, False","7.00, 0.63, False","6.00, 0.61, False","8.00, 0.65, False","6.00, 0.61, False","4.00, 0.55, False","6.00, 0.61, False","9.00, 0.82, False","8.00, 0.81, False","7.00, 0.80, False","6.00, 0.79, False","9.00, 0.82, False","9.00, 0.82, False","4.00, 1.00, False","8.00, 1.00, True",None,"6.00, 1.00, None","9.00, 1.00, None","9.00, 0.82, True",B
template_49,"3.00, 0.01, False","3.00, 0.01, False","1.00, 0.01, False","5.00, 0.06, False","0.00, 0.00, False","1.00, 0.02, False","5.00, 0.10, False","2.00, 0.04, False","2.00, 0.04, False","2.00, 0.04, False","3.00, 0.09, False","2.00, 0.07, False","3.00, 0.09, False","6.00, 0.17, False","2.00, 0.07, False","6.00, 0.24, False","2.00, 0.11, False","2.00, 0.11, False","3.00, 0.15, False","2.00, 0.11, False","5.00, 0.30, False","7.00, 0.36, False","6.00, 0.33, False","9.00, 0.40, False","6.00, 0.33, False","3.00, 0.23, False","9.00, 0.40, False","2.00, 0.18, False","6.00, 0.33, False","2.00, 0.18, False","5.00, 0.30, False","7.00, 0.48, False","0.00, 0.12, False","7.00, 0.48, False","4.00, 0.39, False","6.00, 0.45, False","4.00, 0.39, False","4.00, 0.39, False","4.00, 0.55, False","8.00, 0.65, False","5.00, 0.58, False","4.00, 0.55, False","6.00, 0.61, False","3.00, 0.51, False","6.00, 0.79, False","6.00, 0.79, False","6.00, 0.79, False","5.00, 0.77, False","7.00, 0.80, False","8.00, 0.81, False","7.00, 1.00, False","5.00, 1.00, True","6.00, 1.00, True",None,"9.00, 1.00, None","8.00, 0.81, True",B
template_30,"5.00, 0.03, False","3.00, 0.01, False","5.00, 0.04, False","7.00, 0.09, False","8.00, 0.11, False","6.00, 0.12, False","10.00, 0.18, False","7.00, 0.13, False","5.00, 0.10, False","6.00, 0.12, False","8.00, 0.21, False","7.00, 0.19, False","6.00, 0.17, False","5.00, 0.14, False","8.00, 0.21, False","4.00, 0.18, False","7.00, 0.26, False","9.00, 0.31, False","7.00, 0.26, False","7.00, 0.26, False","8.00, 0.38, False","5.00, 0.30, False","5.00, 0.30, False","6.00, 0.33, False","8.00, 0.38, False","8.00, 0.38, False","8.00, 0.38, False","4.00, 0.27, False","4.00, 0.27, False","7.00, 0.36, False","5.00, 0.30, False","7.00, 0.48, False","7.00, 0.48, False","3.00, 0.34, False","5.00, 0.42, False","6.00, 0.45, False","3.00, 0.34, False","8.00, 0.50, False","5.00, 0.58, False","6.00, 0.61, False","5.00, 0.58, False","6.00, 0.61, False","8.00, 0.65, False","10.00, 0.68, False","6.00, 0.79, False","8.00, 0.81, False","5.00, 0.77, False","5.00, 0.77, False","7.00, 0.80, False","8.00, 0.81, False","10.00, 1.00, False","6.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True",None,"6.00, 0.79, True",B
template_52,"6.00, 0.01, False","4.00, 0.01, False","4.00, 0.01, False","8.00, 0.05, False","7.00, 0.04, False","7.00, 0.06, False","8.00, 0.08, False","6.00, 0.05, False","5.00, 0.04, False","6.00, 0.05, False","7.00, 0.09, False","5.00, 0.06, False","5.00, 0.06, False","3.00, 0.04, False","8.00, 0.11, False","3.00, 0.06, False","6.00, 0.12, False","8.00, 0.15, False","7.00, 0.13, False","5.00, 0.10, False","4.00, 0.12, False","5.00, 0.14, False","3.00, 0.09, False","5.00, 0.14, False","9.00, 0.23, False","7.00, 0.19, False","4.00, 0.12, False","5.00, 0.14, False","3.00, 0.09, False","6.00, 0.17, False","5.00, 0.14, False","6.00, 0.24, False","7.00, 0.26, False","1.00, 0.07, False","4.00, 0.18, False","4.00, 0.18, False","3.00, 0.15, False","7.00, 0.26, False","4.00, 0.27, False","4.00, 0.27, False","5.00, 0.30, False","4.00, 0.27, False","8.00, 0.38, False","9.00, 0.40, False","4.00, 0.39, False","6.00, 0.45, False","3.00, 0.34, False","3.00, 0.34, False","3.00, 0.34, False","4.00, 0.39, False","8.00, 0.65, False","5.00, 0.77, False","9.00, 0.82, False","8.00, 0.81, False","6.00, 0.79, False",None,B
