"statistic, pvalue, row is better than column",template_48,best set: template_8,template_24,template_12,template_46,template_2,template_10,template_18,template_41,template_0,template_43,template_4,template_6,template_51,template_26,template_34,template_53,template_54,template_38,template_9,template_55,template_25,template_16,template_7,template_15,template_49,template_30,template_42,template_3,template_14,template_20,template_52,template_40,template_27,template_22,template_50,template_37,template_17,template_32,template_28,template_44,template_23,template_45,template_47,template_36,template_13,template_35,template_21,template_11,template_1,template_39,template_19,template_29,template_33,template_31,template_5,group
template_47,"10.00, 0.07, False","10.00, 0.07, False","9.00, 0.06, False","10.00, 0.10, False","10.00, 0.10, False","10.00, 0.14, False","11.00, 0.20, False","10.00, 0.18, False","11.00, 0.26, False","12.00, 0.28, False","6.00, 0.17, False","10.00, 0.25, False","11.00, 0.26, False","7.00, 0.26, False","10.00, 0.33, False","14.00, 0.49, False","5.00, 0.30, False","11.00, 0.44, False","13.00, 0.47, False","7.00, 0.36, False","6.00, 0.45, False","9.00, 0.52, False","13.00, 0.58, False","10.00, 0.54, False","12.00, 0.57, False","7.00, 0.63, False","16.00, 0.74, False","14.00, 0.72, False","11.00, 0.69, False","11.00, 0.69, False","12.00, 0.70, False","11.00, 0.84, False","14.00, 0.86, False","12.00, 0.85, False","13.00, 0.85, False","14.00, 0.86, False","13.00, 0.85, False","12.00, 0.85, False","15.00, 1.00, False","16.00, 1.00, False","15.00, 1.00, False","13.00, 1.00, True","11.00, 1.00, True",None,"16.00, 1.00, None","11.00, 1.00, True","12.00, 0.85, True","9.00, 0.82, True","10.00, 0.68, True","11.00, 0.69, True","11.00, 0.69, True","10.00, 0.54, True","15.00, 0.61, True","10.00, 0.33, True","12.00, 0.28, True","7.00, 0.13, True",A
template_36,"5.00, 0.03, False","6.00, 0.03, False","7.00, 0.04, False","12.00, 0.12, False","8.00, 0.08, False","4.00, 0.05, False","12.00, 0.22, False","9.00, 0.17, False","10.00, 0.25, False","12.00, 0.28, False","13.00, 0.30, False","9.00, 0.23, False","7.00, 0.19, False","12.00, 0.36, False","10.00, 0.33, False","6.00, 0.33, False","14.00, 0.49, False","13.00, 0.47, False","8.00, 0.38, False","15.00, 0.50, False","16.00, 0.62, False","15.00, 0.61, False","6.00, 0.45, False","18.00, 0.64, False","16.00, 0.62, False","14.00, 0.72, False","6.00, 0.61, False","11.00, 0.69, False","17.00, 0.74, False","11.00, 0.69, False","11.00, 0.69, False","12.00, 0.85, False","12.00, 0.85, False","18.00, 0.87, False","5.00, 0.77, False","4.00, 0.75, False","14.00, 0.86, False","14.00, 0.86, False","9.00, 1.00, False","11.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, True","16.00, 1.00, True","16.00, 1.00, True",None,"17.00, 1.00, True","16.00, 0.86, True","17.00, 0.87, True","15.00, 0.73, True","15.00, 0.73, True","9.00, 0.66, True","14.00, 0.60, True","14.00, 0.60, True","15.00, 0.41, True","12.00, 0.28, True","11.00, 0.20, True",B
template_13,"10.00, 0.05, False","8.00, 0.04, False","8.00, 0.04, False","7.00, 0.04, False","11.00, 0.08, False","9.00, 0.09, False","9.00, 0.12, False","8.00, 0.11, False","11.00, 0.20, False","9.00, 0.17, False","8.00, 0.15, False","10.00, 0.18, False","10.00, 0.18, False","10.00, 0.25, False","9.00, 0.23, False","14.00, 0.39, False","9.00, 0.31, False","11.00, 0.34, False","11.00, 0.34, False","5.00, 0.21, False","9.00, 0.40, False","7.00, 0.36, False","13.00, 0.47, False","10.00, 0.42, False","12.00, 0.46, False","11.00, 0.56, False","14.00, 0.60, False","14.00, 0.60, False","11.00, 0.56, False","9.00, 0.52, False","11.00, 0.56, False","12.00, 0.70, False","13.00, 0.71, False","8.00, 0.65, False","11.00, 0.69, False","12.00, 0.70, False","14.00, 0.72, False","14.00, 0.72, False","14.00, 0.86, False","16.00, 0.86, False","14.00, 0.86, False","10.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, False","17.00, 1.00, False",None,"15.00, 1.00, True","12.00, 1.00, True","3.00, 0.73, True","8.00, 0.81, True","13.00, 0.85, True","10.00, 0.68, True","15.00, 0.73, True","11.00, 0.44, True","15.00, 0.41, True","3.00, 0.09, True",B
template_35,"12.00, 0.05, False","12.00, 0.05, False","11.00, 0.04, False","12.00, 0.07, False","11.00, 0.06, False","13.00, 0.10, False","13.00, 0.13, False","9.00, 0.09, False","10.00, 0.14, False","15.00, 0.20, False","10.00, 0.14, False","11.00, 0.15, False","12.00, 0.16, False","9.00, 0.17, False","12.00, 0.22, False","13.00, 0.30, False","12.00, 0.28, False","14.00, 0.31, False","11.00, 0.26, False","8.00, 0.21, False","16.00, 0.42, False","10.00, 0.33, False","14.00, 0.39, False","11.00, 0.34, False","12.00, 0.36, False","9.00, 0.40, False","14.00, 0.49, False","16.00, 0.51, False","13.00, 0.47, False","12.00, 0.46, False","13.00, 0.47, False","11.00, 0.56, False","14.00, 0.60, False","13.00, 0.58, False","15.00, 0.61, False","17.00, 0.63, False","7.00, 0.48, False","10.00, 0.54, False","12.00, 0.70, False","17.00, 0.74, False","15.00, 0.73, False","10.00, 0.83, False","11.00, 0.84, False","12.00, 0.85, False","16.00, 0.86, False","15.00, 1.00, False",None,"8.00, 1.00, None","15.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","3.00, 0.34, True","8.00, 0.38, True","9.00, 0.31, True",B
template_21,"12.00, 0.05, False","9.00, 0.03, False","6.00, 0.01, False","9.00, 0.04, False","10.00, 0.05, False","11.00, 0.08, False","10.00, 0.10, False","8.00, 0.08, False","12.00, 0.16, False","12.00, 0.16, False","9.00, 0.12, False","10.00, 0.14, False","12.00, 0.16, False","7.00, 0.13, False","9.00, 0.17, False","14.00, 0.31, False","11.00, 0.26, False","11.00, 0.26, False","12.00, 0.28, False","8.00, 0.21, False","12.00, 0.36, False","7.00, 0.26, False","14.00, 0.39, False","6.00, 0.24, False","9.00, 0.31, False","5.00, 0.30, False","15.00, 0.50, False","15.00, 0.50, False","13.00, 0.47, False","10.00, 0.42, False","9.00, 0.40, False","12.00, 0.57, False","12.00, 0.57, False","8.00, 0.50, False","13.00, 0.58, False","15.00, 0.61, False","10.00, 0.54, False","10.00, 0.54, False","13.00, 0.71, False","18.00, 0.75, False","16.00, 0.74, False","7.00, 0.80, False","11.00, 0.84, False","9.00, 0.82, False","17.00, 0.87, False","12.00, 1.00, False","8.00, 1.00, True",None,"14.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","4.00, 0.75, True","12.00, 0.85, True","6.00, 0.45, True","10.00, 0.42, True","6.00, 0.24, True",B
template_11,"11.00, 0.03, False","8.00, 0.02, False","10.00, 0.02, False","8.00, 0.02, False","11.00, 0.04, False","8.00, 0.04, False","8.00, 0.05, False","10.00, 0.07, False","12.00, 0.12, False","9.00, 0.09, False","7.00, 0.06, False","9.00, 0.09, False","9.00, 0.09, False","10.00, 0.14, False","9.00, 0.12, False","15.00, 0.26, False","8.00, 0.15, False","12.00, 0.22, False","11.00, 0.20, False","5.00, 0.10, False","8.00, 0.21, False","6.00, 0.17, False","13.00, 0.30, False","11.00, 0.26, False","11.00, 0.26, False","11.00, 0.34, False","15.00, 0.41, False","13.00, 0.38, False","9.00, 0.31, False","9.00, 0.31, False","13.00, 0.38, False","11.00, 0.44, False","13.00, 0.47, False","10.00, 0.42, False","12.00, 0.46, False","10.00, 0.42, False","14.00, 0.49, False","13.00, 0.47, False","16.00, 0.62, False","16.00, 0.62, False","14.00, 0.60, False","11.00, 0.69, False","12.00, 0.70, False","10.00, 0.68, False","15.00, 0.73, False","3.00, 0.73, False","15.00, 1.00, False","14.00, 1.00, False",None,"10.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, True","16.00, 1.00, True","14.00, 0.72, True","16.00, 0.62, True","7.00, 0.36, True",B
template_1,"11.00, 0.03, False","9.00, 0.02, False","11.00, 0.03, False","7.00, 0.02, False","10.00, 0.04, False","9.00, 0.04, False","10.00, 0.07, False","11.00, 0.08, False","10.00, 0.10, False","9.00, 0.09, False","7.00, 0.06, False","9.00, 0.09, False","10.00, 0.10, False","11.00, 0.15, False","10.00, 0.14, False","13.00, 0.23, False","10.00, 0.18, False","14.00, 0.24, False","13.00, 0.23, False","6.00, 0.12, False","12.00, 0.28, False","8.00, 0.21, False","11.00, 0.26, False","9.00, 0.23, False","8.00, 0.21, False","10.00, 0.33, False","16.00, 0.42, False","15.00, 0.41, False","12.00, 0.36, False","11.00, 0.34, False","14.00, 0.39, False","13.00, 0.47, False","17.00, 0.52, False","10.00, 0.42, False","14.00, 0.49, False","15.00, 0.50, False","12.00, 0.46, False","12.00, 0.46, False","14.00, 0.60, False","14.00, 0.60, False","16.00, 0.62, False","11.00, 0.69, False","13.00, 0.71, False","11.00, 0.69, False","15.00, 0.73, False","8.00, 0.81, False","13.00, 1.00, False","13.00, 1.00, False","10.00, 1.00, True",None,"13.00, 1.00, None","12.00, 1.00, True","14.00, 1.00, True","11.00, 0.69, True","14.00, 0.60, True","5.00, 0.30, True",B
template_39,"10.00, 0.02, False","8.00, 0.02, False","8.00, 0.02, False","10.00, 0.04, False","8.00, 0.02, False","7.00, 0.03, False","10.00, 0.07, False","11.00, 0.08, False","4.00, 0.03, False","8.00, 0.08, False","5.00, 0.04, False","9.00, 0.09, False","9.00, 0.09, False","7.00, 0.09, False","10.00, 0.14, False","11.00, 0.20, False","6.00, 0.12, False","9.00, 0.17, False","6.00, 0.12, False","9.00, 0.17, False","10.00, 0.25, False","7.00, 0.19, False","11.00, 0.26, False","12.00, 0.28, False","9.00, 0.23, False","9.00, 0.31, False","12.00, 0.36, False","11.00, 0.34, False","11.00, 0.34, False","7.00, 0.26, False","15.00, 0.41, False","9.00, 0.40, False","11.00, 0.44, False","12.00, 0.46, False","12.00, 0.46, False","10.00, 0.42, False","9.00, 0.40, False","12.00, 0.46, False","12.00, 0.57, False","12.00, 0.57, False","15.00, 0.61, False","9.00, 0.66, False","14.00, 0.72, False","11.00, 0.69, False","9.00, 0.66, False","13.00, 0.85, False","13.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, True","13.00, 1.00, True",None,"14.00, 1.00, True","10.00, 1.00, True","12.00, 0.70, True","13.00, 0.58, True","10.00, 0.42, True",B
template_19,"8.00, 0.01, False","5.00, 0.00, False","5.00, 0.00, False","9.00, 0.02, False","9.00, 0.02, False","7.00, 0.02, False","9.00, 0.04, False","5.00, 0.02, False","11.00, 0.08, False","10.00, 0.07, False","10.00, 0.07, False","7.00, 0.04, False","9.00, 0.06, False","10.00, 0.10, False","7.00, 0.06, False","10.00, 0.14, False","11.00, 0.15, False","10.00, 0.14, False","9.00, 0.12, False","8.00, 0.11, False","11.00, 0.20, False","7.00, 0.13, False","9.00, 0.17, False","6.00, 0.12, False","9.00, 0.17, False","5.00, 0.14, False","12.00, 0.28, False","14.00, 0.31, False","12.00, 0.28, False","8.00, 0.21, False","8.00, 0.21, False","10.00, 0.33, False","11.00, 0.34, False","8.00, 0.29, False","10.00, 0.33, False","12.00, 0.36, False","12.00, 0.36, False","11.00, 0.34, False","9.00, 0.40, False","15.00, 0.50, False","11.00, 0.44, False","8.00, 0.50, False","12.00, 0.57, False","10.00, 0.54, False","14.00, 0.60, False","10.00, 0.68, False","10.00, 0.83, False","4.00, 0.75, False","14.00, 1.00, False","12.00, 1.00, False","14.00, 1.00, False",None,"14.00, 1.00, None","8.00, 0.81, True","13.00, 0.71, True","5.00, 0.42, True",B
template_29,"15.00, 0.04, False","14.00, 0.03, False","10.00, 0.02, False","11.00, 0.03, False","13.00, 0.04, False","14.00, 0.06, False","13.00, 0.07, False","13.00, 0.07, False","6.00, 0.03, False","16.00, 0.13, False","10.00, 0.07, False","13.00, 0.10, False","13.00, 0.10, False","8.00, 0.08, False","14.00, 0.14, False","17.00, 0.22, False","14.00, 0.19, False","13.00, 0.18, False","13.00, 0.18, False","12.00, 0.16, False","17.00, 0.28, False","11.00, 0.20, False","16.00, 0.27, False","15.00, 0.26, False","8.00, 0.15, False","14.00, 0.31, False","18.00, 0.36, False","15.00, 0.32, False","17.00, 0.35, False","12.00, 0.28, False","16.00, 0.34, False","12.00, 0.36, False","13.00, 0.38, False","12.00, 0.36, False","16.00, 0.42, False","14.00, 0.39, False","10.00, 0.33, False","12.00, 0.36, False","15.00, 0.50, False","15.00, 0.50, False","18.00, 0.53, False","10.00, 0.54, False","13.00, 0.58, False","15.00, 0.61, False","14.00, 0.60, False","15.00, 0.73, False","9.00, 0.82, False","12.00, 0.85, False","16.00, 1.00, False","14.00, 1.00, False","10.00, 1.00, False","14.00, 1.00, True",None,"10.00, 0.83, True","10.00, 0.68, True","13.00, 0.58, True",B
template_33,"10.00, 0.01, False","11.00, 0.01, False","8.00, 0.00, False","7.00, 0.01, False","8.00, 0.01, False","11.00, 0.02, False","9.00, 0.02, False","6.00, 0.01, False","8.00, 0.02, False","13.00, 0.05, False","9.00, 0.03, False","8.00, 0.02, False","9.00, 0.03, False","7.00, 0.03, False","10.00, 0.05, False","12.00, 0.09, False","9.00, 0.06, False","11.00, 0.08, False","10.00, 0.07, False","5.00, 0.03, False","14.00, 0.14, False","8.00, 0.08, False","13.00, 0.13, False","9.00, 0.09, False","10.00, 0.10, False","9.00, 0.12, False","14.00, 0.19, False","14.00, 0.19, False","10.00, 0.14, False","11.00, 0.15, False","9.00, 0.12, False","10.00, 0.18, False","12.00, 0.22, False","9.00, 0.17, False","14.00, 0.24, False","15.00, 0.26, False","5.00, 0.10, False","6.00, 0.12, False","11.00, 0.26, False","16.00, 0.34, False","15.00, 0.32, False","7.00, 0.26, False","8.00, 0.29, False","10.00, 0.33, False","15.00, 0.41, False","11.00, 0.44, False","3.00, 0.34, False","6.00, 0.45, False","14.00, 0.72, False","11.00, 0.69, False","12.00, 0.70, False","8.00, 0.81, False","10.00, 0.83, False",None,"10.00, 1.00, True","9.00, 0.82, True",B
template_31,"14.00, 0.01, False","12.00, 0.01, False","9.00, 0.00, False","11.00, 0.01, False","12.00, 0.01, False","11.00, 0.01, False","12.00, 0.02, False","10.00, 0.02, False","10.00, 0.02, False","13.00, 0.04, False","12.00, 0.03, False","9.00, 0.02, False","10.00, 0.02, False","6.00, 0.01, False","12.00, 0.05, False","14.00, 0.08, False","12.00, 0.07, False","12.00, 0.07, False","11.00, 0.06, False","8.00, 0.04, False","17.00, 0.14, False","10.00, 0.07, False","11.00, 0.08, False","9.00, 0.06, False","10.00, 0.07, False","11.00, 0.11, False","11.00, 0.11, False","16.00, 0.16, False","8.00, 0.08, False","12.00, 0.12, False","14.00, 0.14, False","12.00, 0.16, False","13.00, 0.18, False","13.00, 0.18, False","13.00, 0.18, False","14.00, 0.19, False","9.00, 0.12, False","3.00, 0.04, False","13.00, 0.23, False","16.00, 0.27, False","13.00, 0.23, False","7.00, 0.19, False","6.00, 0.17, False","12.00, 0.28, False","12.00, 0.28, False","15.00, 0.41, False","8.00, 0.38, False","10.00, 0.42, False","16.00, 0.62, False","14.00, 0.60, False","13.00, 0.58, False","13.00, 0.71, False","10.00, 0.68, False","10.00, 1.00, False",None,"13.00, 1.00, True",B
template_5,"8.00, 0.00, False","4.00, 0.00, False","6.00, 0.00, False","6.00, 0.00, False","8.00, 0.00, False","5.00, 0.00, False","8.00, 0.01, False","4.00, 0.00, False","8.00, 0.01, False","5.00, 0.00, False","7.00, 0.01, False","5.00, 0.00, False","6.00, 0.01, False","7.00, 0.01, False","6.00, 0.01, False","7.00, 0.02, False","8.00, 0.02, False","9.00, 0.03, False","8.00, 0.02, False","1.00, 0.00, False","8.00, 0.04, False","3.00, 0.01, False","6.00, 0.02, False","3.00, 0.01, False","6.00, 0.02, False","6.00, 0.03, False","8.00, 0.05, False","13.00, 0.10, False","7.00, 0.04, False","5.00, 0.03, False","7.00, 0.04, False","10.00, 0.10, False","10.00, 0.10, False","4.00, 0.03, False","9.00, 0.09, False","10.00, 0.10, False","8.00, 0.08, False","7.00, 0.06, False","8.00, 0.11, False","12.00, 0.16, False","9.00, 0.12, False","5.00, 0.10, False","9.00, 0.17, False","7.00, 0.13, False","11.00, 0.20, False","3.00, 0.09, False","9.00, 0.31, False","6.00, 0.24, False","7.00, 0.36, False","5.00, 0.30, False","10.00, 0.42, False","5.00, 0.42, False","13.00, 0.58, False","9.00, 0.82, False","13.00, 1.00, False",None,B
