"statistic, pvalue, row is better than column",template_37,template_36,template_39,best set: template_15,template_31,template_33,template_23,template_19,template_25,template_27,template_30,template_35,template_40,template_38,template_21,template_44,template_34,template_17,template_53,template_22,template_41,template_48,template_29,template_20,template_45,template_55,template_28,template_24,template_52,template_16,template_54,template_32,template_14,template_18,template_50,template_26,template_42,template_46,template_49,template_51,template_47,template_2,template_43,template_3,template_8,template_9,template_10,template_11,template_12,template_5,template_13,template_7,template_6,template_4,template_1,template_0,group,accuracy
template_3,"13.00, 0.00, False","18.00, 0.01, False","12.00, 0.00, False","13.00, 0.00, False","13.00, 0.00, False","17.00, 0.01, False","11.00, 0.00, False","18.00, 0.01, False","15.00, 0.01, False","13.00, 0.01, False","19.00, 0.03, False","16.00, 0.02, False","17.00, 0.02, False","20.00, 0.03, False","16.00, 0.03, False","21.00, 0.05, False","21.00, 0.05, False","15.00, 0.03, False","17.00, 0.04, False","21.00, 0.06, False","18.00, 0.05, False","21.00, 0.08, False","16.00, 0.05, False","21.00, 0.10, False","18.00, 0.09, False","20.00, 0.13, False","21.00, 0.13, False","26.00, 0.17, False","19.00, 0.12, False","21.00, 0.17, False","24.00, 0.24, False","26.00, 0.25, False","24.00, 0.24, False","27.00, 0.31, False","22.00, 0.27, False","24.00, 0.29, False","20.00, 0.38, False","29.00, 0.53, False","23.00, 0.49, False","23.00, 0.58, False","29.00, 0.61, False","20.00, 0.76, False","31.00, 1.00, False",None,"24.00, 0.58, True","17.00, 0.28, True","24.00, 0.24, True","17.00, 0.06, True","24.00, 0.10, True","18.00, 0.05, True","18.00, 0.04, True","14.00, 0.01, True","20.00, 0.02, True","27.00, 0.02, True","19.00, 0.00, True","16.00, 0.00, True",B,0.647
template_8,"19.00, 0.00, False","10.00, 0.00, False","15.00, 0.00, False","18.00, 0.00, False","17.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","20.00, 0.01, False","21.00, 0.01, False","10.00, 0.00, False","23.00, 0.01, False","14.00, 0.00, False","11.00, 0.00, False","21.00, 0.01, False","13.00, 0.00, False","10.00, 0.00, False","23.00, 0.01, False","20.00, 0.01, False","8.00, 0.00, False","23.00, 0.02, False","14.00, 0.01, False","25.00, 0.03, False","13.00, 0.01, False","25.00, 0.04, False","25.00, 0.05, False","15.00, 0.02, False","13.00, 0.01, False","15.00, 0.02, False","11.00, 0.01, False","22.00, 0.07, False","13.00, 0.03, False","15.00, 0.04, False","15.00, 0.05, False","13.00, 0.04, False","18.00, 0.06, False","23.00, 0.15, False","22.00, 0.18, False","28.00, 0.22, False","28.00, 0.27, False","31.00, 0.29, False","16.00, 0.27, False","35.00, 0.57, False","24.00, 0.58, False",None,"23.00, 0.78, True","8.00, 0.38, True","22.00, 0.27, True","19.00, 0.24, True","22.00, 0.22, True","24.00, 0.19, True","18.00, 0.06, True","11.00, 0.03, True","14.00, 0.02, True","23.00, 0.03, True","13.00, 0.00, True",B,0.622
template_9,"11.00, 0.00, False","16.00, 0.00, False","12.00, 0.00, False","14.00, 0.00, False","15.00, 0.00, False","14.00, 0.00, False","7.00, 0.00, False","12.00, 0.00, False","11.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","16.00, 0.00, False","18.00, 0.00, False","20.00, 0.00, False","15.00, 0.00, False","22.00, 0.00, False","20.00, 0.00, False","18.00, 0.00, False","14.00, 0.00, False","21.00, 0.01, False","18.00, 0.00, False","20.00, 0.01, False","18.00, 0.01, False","19.00, 0.01, False","18.00, 0.01, False","18.00, 0.01, False","21.00, 0.02, False","25.00, 0.02, False","20.00, 0.01, False","19.00, 0.02, False","21.00, 0.03, False","24.00, 0.04, False","22.00, 0.03, False","21.00, 0.04, False","21.00, 0.04, False","24.00, 0.05, False","20.00, 0.06, False","30.00, 0.13, False","18.00, 0.06, False","19.00, 0.09, False","25.00, 0.13, False","21.00, 0.17, False","30.00, 0.34, False","17.00, 0.28, False","23.00, 0.78, False",None,"25.00, 0.89, True","13.00, 0.38, True","23.00, 0.49, True","12.00, 0.28, True","16.00, 0.27, True","12.00, 0.09, True","23.00, 0.18, True","24.00, 0.10, True","16.00, 0.04, True","15.00, 0.01, True",B,0.607
template_10,"20.00, 0.00, False","9.00, 0.00, False","16.00, 0.00, False","18.00, 0.00, False","21.00, 0.00, False","23.00, 0.00, False","18.00, 0.00, False","22.00, 0.00, False","18.00, 0.00, False","18.00, 0.00, False","11.00, 0.00, False","25.00, 0.00, False","12.00, 0.00, False","6.00, 0.00, False","24.00, 0.00, False","11.00, 0.00, False","10.00, 0.00, False","25.00, 0.00, False","18.00, 0.00, False","9.00, 0.00, False","22.00, 0.00, False","14.00, 0.00, False","25.00, 0.01, False","13.00, 0.00, False","27.00, 0.01, False","22.00, 0.01, False","13.00, 0.00, False","10.00, 0.00, False","11.00, 0.00, False","13.00, 0.00, False","19.00, 0.01, False","15.00, 0.01, False","15.00, 0.01, False","13.00, 0.01, False","11.00, 0.00, False","14.00, 0.01, False","21.00, 0.04, False","17.00, 0.03, False","28.00, 0.08, False","29.00, 0.10, False","28.00, 0.10, False","11.00, 0.04, False","32.00, 0.25, False","24.00, 0.24, False","8.00, 0.38, False","25.00, 0.89, False",None,"24.00, 0.68, True","15.00, 0.61, True","26.00, 0.60, True","24.00, 0.50, True","23.00, 0.28, True","13.00, 0.18, True","16.00, 0.10, True","24.00, 0.12, True","12.00, 0.02, True",B,0.597
template_11,"11.00, 0.00, False","17.00, 0.00, False","10.00, 0.00, False","11.00, 0.00, False","14.00, 0.00, False","12.00, 0.00, False","9.00, 0.00, False","13.00, 0.00, False","8.00, 0.00, False","10.00, 0.00, False","20.00, 0.00, False","14.00, 0.00, False","17.00, 0.00, False","19.00, 0.00, False","14.00, 0.00, False","23.00, 0.00, False","22.00, 0.00, False","17.00, 0.00, False","11.00, 0.00, False","20.00, 0.00, False","16.00, 0.00, False","21.00, 0.00, False","16.00, 0.00, False","23.00, 0.00, False","15.00, 0.00, False","17.00, 0.00, False","21.00, 0.00, False","23.00, 0.00, False","21.00, 0.00, False","21.00, 0.00, False","22.00, 0.00, False","26.00, 0.01, False","21.00, 0.00, False","24.00, 0.01, False","23.00, 0.01, False","23.00, 0.01, False","19.00, 0.01, False","30.00, 0.03, False","17.00, 0.01, False","17.00, 0.01, False","24.00, 0.03, False","21.00, 0.04, False","25.00, 0.08, False","17.00, 0.06, False","22.00, 0.27, False","13.00, 0.38, False","24.00, 0.68, False",None,"29.00, 1.00, None","18.00, 1.00, True","19.00, 0.87, True","16.00, 0.51, True","28.00, 0.61, True","31.00, 0.40, True","20.00, 0.25, True","21.00, 0.13, True",C,0.577
template_12,"19.00, 0.00, False","15.00, 0.00, False","18.00, 0.00, False","17.00, 0.00, False","22.00, 0.00, False","22.00, 0.00, False","20.00, 0.00, False","22.00, 0.00, False","21.00, 0.00, False","19.00, 0.00, False","15.00, 0.00, False","24.00, 0.00, False","13.00, 0.00, False","15.00, 0.00, False","22.00, 0.00, False","17.00, 0.00, False","16.00, 0.00, False","24.00, 0.00, False","20.00, 0.00, False","17.00, 0.00, False","22.00, 0.00, False","19.00, 0.00, False","25.00, 0.00, False","18.00, 0.00, False","28.00, 0.00, False","20.00, 0.00, False","17.00, 0.00, False","16.00, 0.00, False","17.00, 0.00, False","17.00, 0.00, False","20.00, 0.00, False","22.00, 0.00, False","21.00, 0.00, False","18.00, 0.00, False","16.00, 0.00, False","15.00, 0.00, False","21.00, 0.01, False","21.00, 0.02, False","30.00, 0.03, False","31.00, 0.04, False","31.00, 0.04, False","18.00, 0.03, False","32.00, 0.11, False","24.00, 0.10, False","19.00, 0.24, False","23.00, 0.49, False","15.00, 0.61, False","29.00, 1.00, True",None,"30.00, 1.00, True","27.00, 0.89, True","28.00, 0.61, True","20.00, 0.55, True","13.00, 0.23, True","24.00, 0.29, True","11.00, 0.06, True",C,0.577
template_5,"10.00, 0.00, False","15.00, 0.00, False","9.00, 0.00, False","11.00, 0.00, False","14.00, 0.00, False","11.00, 0.00, False","10.00, 0.00, False","7.00, 0.00, False","12.00, 0.00, False","11.00, 0.00, False","22.00, 0.00, False","13.00, 0.00, False","19.00, 0.00, False","20.00, 0.00, False","13.00, 0.00, False","26.00, 0.00, False","20.00, 0.00, False","18.00, 0.00, False","12.00, 0.00, False","22.00, 0.00, False","14.00, 0.00, False","23.00, 0.00, False","17.00, 0.00, False","21.00, 0.00, False","17.00, 0.00, False","18.00, 0.00, False","21.00, 0.00, False","24.00, 0.00, False","23.00, 0.00, False","24.00, 0.00, False","22.00, 0.00, False","23.00, 0.00, False","21.00, 0.00, False","22.00, 0.00, False","25.00, 0.01, False","22.00, 0.00, False","22.00, 0.01, False","30.00, 0.03, False","19.00, 0.01, False","17.00, 0.01, False","21.00, 0.02, False","24.00, 0.04, False","25.00, 0.06, False","18.00, 0.05, False","22.00, 0.22, False","12.00, 0.28, False","26.00, 0.60, False","18.00, 1.00, False","30.00, 1.00, False",None,"18.00, 1.00, True","12.00, 0.57, True","27.00, 0.69, True","25.00, 0.43, True","19.00, 0.30, True","19.00, 0.15, True",C,0.572
template_13,"13.00, 0.00, False","18.00, 0.00, False","11.00, 0.00, False","12.00, 0.00, False","19.00, 0.00, False","17.00, 0.00, False","13.00, 0.00, False","16.00, 0.00, False","15.00, 0.00, False","9.00, 0.00, False","20.00, 0.00, False","15.00, 0.00, False","19.00, 0.00, False","20.00, 0.00, False","17.00, 0.00, False","21.00, 0.00, False","21.00, 0.00, False","22.00, 0.00, False","15.00, 0.00, False","23.00, 0.00, False","15.00, 0.00, False","23.00, 0.00, False","17.00, 0.00, False","21.00, 0.00, False","22.00, 0.00, False","16.00, 0.00, False","23.00, 0.00, False","25.00, 0.00, False","20.00, 0.00, False","22.00, 0.00, False","22.00, 0.00, False","26.00, 0.00, False","26.00, 0.00, False","24.00, 0.00, False","23.00, 0.00, False","23.00, 0.00, False","19.00, 0.00, False","28.00, 0.02, False","21.00, 0.01, False","23.00, 0.01, False","24.00, 0.02, False","21.00, 0.02, False","27.00, 0.06, False","18.00, 0.04, False","24.00, 0.19, False","16.00, 0.27, False","24.00, 0.50, False","19.00, 0.87, False","27.00, 0.89, False","18.00, 1.00, False",None,"16.00, 0.74, True","29.00, 0.80, True","30.00, 0.54, True","15.00, 0.32, True","20.00, 0.20, True",C,0.567
template_7,"12.00, 0.00, False","17.00, 0.00, False","10.00, 0.00, False","9.00, 0.00, False","13.00, 0.00, False","12.00, 0.00, False","11.00, 0.00, False","7.00, 0.00, False","13.00, 0.00, False","10.00, 0.00, False","20.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","20.00, 0.00, False","7.00, 0.00, False","21.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","14.00, 0.00, False","20.00, 0.00, False","15.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","16.00, 0.00, False","19.00, 0.00, False","24.00, 0.00, False","19.00, 0.00, False","23.00, 0.00, False","19.00, 0.00, False","22.00, 0.00, False","20.00, 0.00, False","23.00, 0.00, False","20.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","26.00, 0.01, False","16.00, 0.00, False","17.00, 0.00, False","20.00, 0.00, False","19.00, 0.01, False","26.00, 0.02, False","14.00, 0.01, False","18.00, 0.06, False","12.00, 0.09, False","23.00, 0.28, False","16.00, 0.51, False","28.00, 0.61, False","12.00, 0.57, False","16.00, 0.74, False",None,"28.00, 1.00, None","30.00, 0.80, True","22.00, 0.67, True","24.00, 0.42, True",C,0.552
template_6,"19.00, 0.00, False","8.00, 0.00, False","14.00, 0.00, False","18.00, 0.00, False","18.00, 0.00, False","19.00, 0.00, False","17.00, 0.00, False","17.00, 0.00, False","19.00, 0.00, False","16.00, 0.00, False","6.00, 0.00, False","21.00, 0.00, False","12.00, 0.00, False","9.00, 0.00, False","21.00, 0.00, False","7.00, 0.00, False","8.00, 0.00, False","21.00, 0.00, False","19.00, 0.00, False","10.00, 0.00, False","17.00, 0.00, False","6.00, 0.00, False","20.00, 0.00, False","8.00, 0.00, False","23.00, 0.00, False","22.00, 0.00, False","12.00, 0.00, False","12.00, 0.00, False","12.00, 0.00, False","10.00, 0.00, False","17.00, 0.00, False","12.00, 0.00, False","17.00, 0.00, False","13.00, 0.00, False","10.00, 0.00, False","18.00, 0.00, False","20.00, 0.00, False","13.00, 0.00, False","26.00, 0.01, False","25.00, 0.01, False","28.00, 0.01, False","7.00, 0.00, False","27.00, 0.03, False","20.00, 0.02, False","11.00, 0.03, False","23.00, 0.18, False","13.00, 0.18, False","28.00, 0.61, False","20.00, 0.55, False","27.00, 0.69, False","29.00, 0.80, False","28.00, 1.00, True",None,"15.00, 0.73, True","33.00, 0.72, True","16.00, 0.34, True",C,0.552
template_4,"18.00, 0.00, False","10.00, 0.00, False","17.00, 0.00, False","16.00, 0.00, False","21.00, 0.00, False","17.00, 0.00, False","21.00, 0.00, False","16.00, 0.00, False","22.00, 0.00, False","20.00, 0.00, False","12.00, 0.00, False","20.00, 0.00, False","15.00, 0.00, False","13.00, 0.00, False","21.00, 0.00, False","13.00, 0.00, False","9.00, 0.00, False","26.00, 0.00, False","22.00, 0.00, False","12.00, 0.00, False","21.00, 0.00, False","14.00, 0.00, False","24.00, 0.00, False","13.00, 0.00, False","25.00, 0.00, False","20.00, 0.00, False","14.00, 0.00, False","13.00, 0.00, False","16.00, 0.00, False","15.00, 0.00, False","20.00, 0.00, False","13.00, 0.00, False","18.00, 0.00, False","12.00, 0.00, False","14.00, 0.00, False","19.00, 0.00, False","24.00, 0.00, False","15.00, 0.00, False","29.00, 0.00, False","28.00, 0.00, False","28.00, 0.00, False","16.00, 0.00, False","28.00, 0.01, False","27.00, 0.02, False","14.00, 0.02, False","24.00, 0.10, False","16.00, 0.10, False","31.00, 0.40, False","13.00, 0.23, False","25.00, 0.43, False","30.00, 0.54, False","30.00, 0.80, False","15.00, 0.73, False",None,"34.00, 1.00, True","15.00, 0.61, True",C,0.537
template_1,"12.00, 0.00, False","15.00, 0.00, False","14.00, 0.00, False","6.00, 0.00, False","16.00, 0.00, False","15.00, 0.00, False","13.00, 0.00, False","14.00, 0.00, False","14.00, 0.00, False","13.00, 0.00, False","18.00, 0.00, False","14.00, 0.00, False","15.00, 0.00, False","18.00, 0.00, False","14.00, 0.00, False","21.00, 0.00, False","20.00, 0.00, False","17.00, 0.00, False","19.00, 0.00, False","19.00, 0.00, False","17.00, 0.00, False","26.00, 0.00, False","15.00, 0.00, False","24.00, 0.00, False","20.00, 0.00, False","20.00, 0.00, False","18.00, 0.00, False","22.00, 0.00, False","20.00, 0.00, False","23.00, 0.00, False","22.00, 0.00, False","22.00, 0.00, False","22.00, 0.00, False","25.00, 0.00, False","24.00, 0.00, False","21.00, 0.00, False","21.00, 0.00, False","31.00, 0.00, False","21.00, 0.00, False","24.00, 0.00, False","24.00, 0.00, False","22.00, 0.00, False","24.00, 0.01, False","19.00, 0.00, False","23.00, 0.03, False","16.00, 0.04, False","24.00, 0.12, False","20.00, 0.25, False","24.00, 0.29, False","19.00, 0.30, False","15.00, 0.32, False","22.00, 0.67, False","33.00, 0.72, False","34.00, 1.00, False",None,"21.00, 0.77, True",C,0.532
template_0,"12.00, 0.00, False","9.00, 0.00, False","14.00, 0.00, False","11.00, 0.00, False","17.00, 0.00, False","17.00, 0.00, False","15.00, 0.00, False","17.00, 0.00, False","15.00, 0.00, False","14.00, 0.00, False","9.00, 0.00, False","17.00, 0.00, False","11.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","13.00, 0.00, False","9.00, 0.00, False","20.00, 0.00, False","16.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","19.00, 0.00, False","12.00, 0.00, False","19.00, 0.00, False","15.00, 0.00, False","11.00, 0.00, False","14.00, 0.00, False","11.00, 0.00, False","11.00, 0.00, False","18.00, 0.00, False","15.00, 0.00, False","11.00, 0.00, False","15.00, 0.00, False","13.00, 0.00, False","16.00, 0.00, False","16.00, 0.00, False","19.00, 0.00, False","21.00, 0.00, False","21.00, 0.00, False","24.00, 0.00, False","13.00, 0.00, False","26.00, 0.00, False","16.00, 0.00, False","13.00, 0.00, False","15.00, 0.01, False","12.00, 0.02, False","21.00, 0.13, False","11.00, 0.06, False","19.00, 0.15, False","20.00, 0.20, False","24.00, 0.42, False","16.00, 0.34, False","15.00, 0.61, False","21.00, 0.77, False",None,C,0.517
